1,2,3,4,5,6,7,8,9,10
10.288341,8.616396,9.553189,8.65013,8.900489,8.257071,8.060793,7.9796805,7.8491273,7.9745927
11.227273,9.130387,8.309946,8.420447,8.637704,7.8864684,8.014725,7.829787,8.358865,7.9521008
10.954082,9.072021,8.245331,8.812959,7.690806,8.256443,9.527974,8.087397,7.944765,8.013348
10.348663,8.735773,8.98134,8.868737,8.710535,7.5444574,8.327597,8.040169,7.815406,8.314615
11.106279,9.963957,8.1950245,7.679781,8.755895,8.850812,8.179255,8.417379,7.763628,8.675428
