t-4,t-3,t-2,t-1,Y
6.0,9.0,9.0,12.0,15.0
9.0,9.0,12.0,15.0,10.0
9.0,12.0,15.0,10.0,18.0
12.0,15.0,10.0,18.0,18.0
15.0,10.0,18.0,18.0,17.0
10.0,18.0,18.0,17.0,13.0
18.0,18.0,17.0,13.0,16.0
18.0,17.0,13.0,16.0,20.0
17.0,13.0,16.0,20.0,15.0
13.0,16.0,20.0,15.0,16.0
16.0,20.0,15.0,16.0,17.0
20.0,15.0,16.0,17.0,24.0
15.0,16.0,17.0,24.0,21.0
16.0,17.0,24.0,21.0,27.0
17.0,24.0,21.0,27.0,27.0
24.0,21.0,27.0,27.0,18.0
21.0,27.0,27.0,18.0,32.0
27.0,27.0,18.0,32.0,28.0
27.0,18.0,32.0,28.0,29.0
18.0,32.0,28.0,29.0,34.0
32.0,28.0,29.0,34.0,38.0
28.0,29.0,34.0,38.0,41.0
29.0,34.0,38.0,41.0,36.0
34.0,38.0,41.0,36.0,20.0
38.0,41.0,36.0,20.0,25.0
41.0,36.0,20.0,25.0,40.0
36.0,20.0,25.0,40.0,30.0
20.0,25.0,40.0,30.0,33.0
25.0,40.0,30.0,33.0,25.0
40.0,30.0,33.0,25.0,35.0
30.0,33.0,25.0,35.0,29.0
33.0,25.0,35.0,29.0,21.0
25.0,35.0,29.0,21.0,31.0
35.0,29.0,21.0,31.0,33.0
29.0,21.0,31.0,33.0,37.0
21.0,31.0,33.0,37.0,31.0
31.0,33.0,37.0,31.0,35.0
33.0,37.0,31.0,35.0,46.0
37.0,31.0,35.0,46.0,61.0
31.0,35.0,46.0,61.0,43.0
35.0,46.0,61.0,43.0,41.0
46.0,61.0,43.0,41.0,38.0
61.0,43.0,41.0,38.0,34.0
43.0,41.0,38.0,34.0,35.0
41.0,38.0,34.0,35.0,36.0
38.0,34.0,35.0,36.0,43.0
34.0,35.0,36.0,43.0,29.0
35.0,36.0,43.0,29.0,21.0
36.0,43.0,29.0,21.0,32.0
43.0,29.0,21.0,32.0,29.0
29.0,21.0,32.0,29.0,34.0
21.0,32.0,29.0,34.0,19.0
32.0,29.0,34.0,19.0,32.0
29.0,34.0,19.0,32.0,21.0
34.0,19.0,32.0,21.0,16.0
19.0,32.0,21.0,16.0,17.0
32.0,21.0,16.0,17.0,12.0
21.0,16.0,17.0,12.0,28.0
16.0,17.0,12.0,28.0,25.0
17.0,12.0,28.0,25.0,15.0
12.0,28.0,25.0,15.0,12.0
28.0,25.0,15.0,12.0,14.0
25.0,15.0,12.0,14.0,24.0
15.0,12.0,14.0,24.0,18.0
12.0,14.0,24.0,18.0,16.0
26.0,16.0,13.0,9.0,7.0
16.0,13.0,9.0,7.0,13.0
13.0,9.0,7.0,13.0,10.0
9.0,7.0,13.0,10.0,9.0
7.0,13.0,10.0,9.0,7.0
13.0,10.0,9.0,7.0,13.0
10.0,9.0,7.0,13.0,15.0
9.0,7.0,13.0,15.0,6.0
7.0,13.0,15.0,6.0,6.0
13.0,15.0,6.0,6.0,6.0
15.0,6.0,6.0,6.0,6.0
6.0,6.0,6.0,6.0,4.0
6.0,6.0,6.0,4.0,5.0
6.0,6.0,4.0,5.0,7.0
6.0,4.0,5.0,7.0,8.0
4.0,5.0,7.0,8.0,11.0
5.0,7.0,8.0,11.0,9.0
7.0,8.0,11.0,9.0,4.0
8.0,11.0,9.0,4.0,7.0
11.0,9.0,4.0,7.0,4.0
9.0,4.0,7.0,4.0,6.0
4.0,7.0,4.0,6.0,13.0
7.0,4.0,6.0,13.0,11.0
4.0,6.0,13.0,11.0,8.0
6.0,13.0,11.0,8.0,9.0
13.0,11.0,8.0,9.0,12.0
11.0,8.0,9.0,12.0,19.0
8.0,9.0,12.0,19.0,24.0
9.0,12.0,19.0,24.0,31.0
12.0,19.0,24.0,31.0,35.0
19.0,24.0,31.0,35.0,26.0
24.0,31.0,35.0,26.0,33.0
31.0,35.0,26.0,33.0,49.0
35.0,26.0,33.0,49.0,38.0
26.0,33.0,49.0,38.0,32.0
33.0,49.0,38.0,32.0,40.0
49.0,38.0,32.0,40.0,36.0
38.0,32.0,40.0,36.0,40.0
32.0,40.0,36.0,40.0,30.0
40.0,36.0,40.0,30.0,36.0
36.0,40.0,30.0,36.0,49.0
40.0,30.0,36.0,49.0,34.0
30.0,36.0,49.0,34.0,44.0
36.0,49.0,34.0,44.0,35.0
49.0,34.0,44.0,35.0,40.0
34.0,44.0,35.0,40.0,39.0
44.0,35.0,40.0,39.0,47.0
35.0,40.0,39.0,47.0,37.0
40.0,39.0,47.0,37.0,41.0
39.0,47.0,37.0,41.0,38.0
47.0,37.0,41.0,38.0,32.0
37.0,41.0,38.0,32.0,35.0
41.0,38.0,32.0,35.0,37.0
38.0,32.0,35.0,37.0,35.0
32.0,35.0,37.0,35.0,45.0
35.0,37.0,35.0,45.0,36.0
37.0,35.0,45.0,36.0,30.0
35.0,45.0,36.0,30.0,46.0
45.0,36.0,30.0,46.0,34.0
36.0,30.0,46.0,34.0,39.0
30.0,46.0,34.0,39.0,32.0
46.0,34.0,39.0,32.0,59.0
34.0,39.0,32.0,59.0,52.0
39.0,32.0,59.0,52.0,60.0
32.0,59.0,52.0,60.0,54.0
59.0,52.0,60.0,54.0,45.0
52.0,60.0,54.0,45.0,55.0
60.0,54.0,45.0,55.0,61.0
54.0,45.0,55.0,61.0,78.0
45.0,55.0,61.0,78.0,65.0
55.0,61.0,78.0,65.0,67.0
61.0,78.0,65.0,67.0,53.0
78.0,65.0,67.0,53.0,66.0
65.0,67.0,53.0,66.0,51.0
67.0,53.0,66.0,51.0,57.0
53.0,66.0,51.0,57.0,51.0
66.0,51.0,57.0,51.0,43.0
51.0,57.0,51.0,43.0,33.0
57.0,51.0,43.0,33.0,26.0
51.0,43.0,33.0,26.0,36.0
43.0,33.0,26.0,36.0,28.0
33.0,26.0,36.0,28.0,32.0
26.0,36.0,28.0,32.0,32.0
36.0,28.0,32.0,32.0,24.0
28.0,32.0,32.0,24.0,22.0
32.0,32.0,24.0,22.0,23.0
32.0,24.0,22.0,23.0,25.0
24.0,22.0,23.0,25.0,26.0
22.0,23.0,25.0,26.0,27.0
23.0,25.0,26.0,27.0,22.0
25.0,26.0,27.0,22.0,24.0
26.0,27.0,22.0,24.0,22.0
25.0,38.0,28.0,15.0,11.0
38.0,28.0,15.0,11.0,10.0
28.0,15.0,11.0,10.0,11.0
15.0,11.0,10.0,11.0,9.0
11.0,10.0,11.0,9.0,10.0
10.0,11.0,9.0,10.0,9.0
11.0,9.0,10.0,9.0,13.0
9.0,10.0,9.0,13.0,10.0
10.0,9.0,13.0,10.0,9.0
9.0,13.0,10.0,9.0,12.0
13.0,10.0,9.0,12.0,5.0
10.0,9.0,12.0,5.0,5.0
9.0,12.0,5.0,5.0,6.0
12.0,5.0,5.0,6.0,7.0
5.0,5.0,6.0,7.0,7.0
5.0,6.0,7.0,7.0,9.0
6.0,7.0,7.0,9.0,8.0
7.0,7.0,9.0,8.0,11.0
7.0,9.0,8.0,11.0,9.0
9.0,8.0,11.0,9.0,10.0
8.0,11.0,9.0,10.0,20.0
11.0,9.0,10.0,20.0,12.0
9.0,10.0,20.0,12.0,20.0
10.0,20.0,12.0,20.0,18.0
20.0,12.0,20.0,18.0,23.0
12.0,20.0,18.0,23.0,35.0
20.0,18.0,23.0,35.0,35.0
18.0,23.0,35.0,35.0,48.0
23.0,35.0,35.0,48.0,49.0
35.0,35.0,48.0,49.0,54.0
35.0,48.0,49.0,54.0,59.0
48.0,49.0,54.0,59.0,67.0
49.0,54.0,59.0,67.0,58.0
54.0,59.0,67.0,58.0,72.0
59.0,67.0,58.0,72.0,64.0
67.0,58.0,72.0,64.0,55.0
58.0,72.0,64.0,55.0,61.0
72.0,64.0,55.0,61.0,58.0
64.0,55.0,61.0,58.0,42.0
55.0,61.0,58.0,42.0,42.0
61.0,58.0,42.0,42.0,42.0
58.0,42.0,42.0,42.0,41.0
42.0,42.0,42.0,41.0,45.0
42.0,42.0,41.0,45.0,40.0
42.0,41.0,45.0,40.0,49.0
41.0,45.0,40.0,49.0,56.0
45.0,40.0,49.0,56.0,48.0
40.0,49.0,56.0,48.0,56.0
49.0,56.0,48.0,56.0,53.0
56.0,48.0,56.0,53.0,64.0
48.0,56.0,53.0,64.0,58.0
56.0,53.0,64.0,58.0,51.0
53.0,64.0,58.0,51.0,56.0
64.0,58.0,51.0,56.0,53.0
58.0,51.0,56.0,53.0,45.0
51.0,56.0,53.0,45.0,50.0
56.0,53.0,45.0,50.0,44.0
53.0,45.0,50.0,44.0,54.0
45.0,50.0,44.0,54.0,53.0
50.0,44.0,54.0,53.0,57.0
44.0,54.0,53.0,57.0,55.0
54.0,53.0,57.0,55.0,53.0
53.0,57.0,55.0,53.0,64.0
57.0,55.0,53.0,64.0,74.0
55.0,53.0,64.0,74.0,70.0
53.0,64.0,74.0,70.0,76.0
64.0,74.0,70.0,76.0,76.0
74.0,70.0,76.0,76.0,79.0
70.0,76.0,76.0,79.0,67.0
76.0,76.0,79.0,67.0,60.0
76.0,79.0,67.0,60.0,58.0
79.0,67.0,60.0,58.0,67.0
67.0,60.0,58.0,67.0,72.0
60.0,58.0,67.0,72.0,57.0
58.0,67.0,72.0,57.0,59.0
67.0,72.0,57.0,59.0,85.0
72.0,57.0,59.0,85.0,52.0
57.0,59.0,85.0,52.0,43.0
59.0,85.0,52.0,43.0,50.0
85.0,52.0,43.0,50.0,46.0
52.0,43.0,50.0,46.0,38.0
43.0,50.0,46.0,38.0,29.0
50.0,46.0,38.0,29.0,35.0
46.0,38.0,29.0,35.0,22.0
38.0,29.0,35.0,22.0,21.0
29.0,35.0,22.0,21.0,23.0
35.0,22.0,21.0,23.0,19.0
22.0,21.0,23.0,19.0,24.0
21.0,23.0,19.0,24.0,21.0
23.0,19.0,24.0,21.0,24.0
19.0,24.0,21.0,24.0,15.0
24.0,21.0,24.0,15.0,19.0
25.0,20.0,16.0,13.0,12.0
20.0,16.0,13.0,12.0,23.0
16.0,13.0,12.0,23.0,16.0
13.0,12.0,23.0,16.0,24.0
12.0,23.0,16.0,24.0,25.0
23.0,16.0,24.0,25.0,27.0
16.0,24.0,25.0,27.0,12.0
24.0,25.0,27.0,12.0,18.0
25.0,27.0,12.0,18.0,17.0
27.0,12.0,18.0,17.0,16.0
12.0,18.0,17.0,16.0,11.0
18.0,17.0,16.0,11.0,21.0
17.0,16.0,11.0,21.0,18.0
16.0,11.0,21.0,18.0,16.0
11.0,21.0,18.0,16.0,22.0
21.0,18.0,16.0,22.0,21.0
18.0,16.0,22.0,21.0,10.0
16.0,22.0,21.0,10.0,16.0
22.0,21.0,10.0,16.0,17.0
21.0,10.0,16.0,17.0,14.0
10.0,16.0,17.0,14.0,11.0
16.0,17.0,14.0,11.0,17.0
17.0,14.0,11.0,17.0,7.0
14.0,11.0,17.0,7.0,11.0
11.0,17.0,7.0,11.0,10.0
17.0,7.0,11.0,10.0,12.0
7.0,11.0,10.0,12.0,17.0
11.0,10.0,12.0,17.0,11.0
10.0,12.0,17.0,11.0,15.0
12.0,17.0,11.0,15.0,18.0
17.0,11.0,15.0,18.0,15.0
11.0,15.0,18.0,15.0,11.0
15.0,18.0,15.0,11.0,11.0
18.0,15.0,11.0,11.0,15.0
15.0,11.0,11.0,15.0,18.0
11.0,11.0,15.0,18.0,13.0
11.0,15.0,18.0,13.0,15.0
15.0,18.0,13.0,15.0,18.0
18.0,13.0,15.0,18.0,16.0
13.0,15.0,18.0,16.0,20.0
15.0,18.0,16.0,20.0,19.0
18.0,16.0,20.0,19.0,17.0
16.0,20.0,19.0,17.0,19.0
20.0,19.0,17.0,19.0,33.0
19.0,17.0,19.0,33.0,28.0
17.0,19.0,33.0,28.0,22.0
19.0,33.0,28.0,22.0,22.0
33.0,28.0,22.0,22.0,23.0
28.0,22.0,22.0,23.0,25.0
22.0,22.0,23.0,25.0,32.0
22.0,23.0,25.0,32.0,16.0
23.0,25.0,32.0,16.0,26.0
25.0,32.0,16.0,26.0,21.0
32.0,16.0,26.0,21.0,18.0
16.0,26.0,21.0,18.0,28.0
26.0,21.0,18.0,28.0,26.0
21.0,18.0,28.0,26.0,33.0
18.0,28.0,26.0,33.0,26.0
28.0,26.0,33.0,26.0,22.0
26.0,33.0,26.0,22.0,21.0
33.0,26.0,22.0,21.0,31.0
26.0,22.0,21.0,31.0,39.0
22.0,21.0,31.0,39.0,36.0
21.0,31.0,39.0,36.0,41.0
31.0,39.0,36.0,41.0,38.0
39.0,36.0,41.0,38.0,38.0
36.0,41.0,38.0,38.0,47.0
41.0,38.0,38.0,47.0,39.0
38.0,38.0,47.0,39.0,36.0
38.0,47.0,39.0,36.0,40.0
47.0,39.0,36.0,40.0,39.0
39.0,36.0,40.0,39.0,35.0
36.0,40.0,39.0,35.0,37.0
40.0,39.0,35.0,37.0,31.0
39.0,35.0,37.0,31.0,40.0
35.0,37.0,31.0,40.0,35.0
37.0,31.0,40.0,35.0,27.0
31.0,40.0,35.0,27.0,30.0
40.0,35.0,27.0,30.0,21.0
35.0,27.0,30.0,21.0,28.0
27.0,30.0,21.0,28.0,16.0
30.0,21.0,28.0,16.0,22.0
21.0,28.0,16.0,22.0,24.0
28.0,16.0,22.0,24.0,21.0
16.0,22.0,24.0,21.0,14.0
22.0,24.0,21.0,14.0,10.0
24.0,21.0,14.0,10.0,17.0
21.0,14.0,10.0,17.0,18.0
14.0,10.0,17.0,18.0,18.0
10.0,17.0,18.0,18.0,10.0
17.0,18.0,18.0,10.0,16.0
18.0,18.0,10.0,16.0,12.0
17.0,13.0,17.0,18.0,14.0
13.0,17.0,18.0,14.0,12.0
17.0,18.0,14.0,12.0,13.0
18.0,14.0,12.0,13.0,11.0
14.0,12.0,13.0,11.0,8.0
12.0,13.0,11.0,8.0,9.0
13.0,11.0,8.0,9.0,10.0
11.0,8.0,9.0,10.0,4.0
8.0,9.0,10.0,4.0,5.0
9.0,10.0,4.0,5.0,8.0
10.0,4.0,5.0,8.0,2.0
4.0,5.0,8.0,2.0,3.0
5.0,8.0,2.0,3.0,4.0
8.0,2.0,3.0,4.0,9.0
2.0,3.0,4.0,9.0,7.0
3.0,4.0,9.0,7.0,8.0
4.0,9.0,7.0,8.0,5.0
9.0,7.0,8.0,5.0,13.0
7.0,8.0,5.0,13.0,8.0
8.0,5.0,13.0,8.0,13.0
5.0,13.0,8.0,13.0,10.0
13.0,8.0,13.0,10.0,11.0
8.0,13.0,10.0,11.0,14.0
13.0,10.0,11.0,14.0,13.0
10.0,11.0,14.0,13.0,14.0
11.0,14.0,13.0,14.0,19.0
14.0,13.0,14.0,19.0,22.0
13.0,14.0,19.0,22.0,31.0
14.0,19.0,22.0,31.0,30.0
19.0,22.0,31.0,30.0,32.0
22.0,31.0,30.0,32.0,29.0
31.0,30.0,32.0,29.0,25.0
30.0,32.0,29.0,25.0,34.0
32.0,29.0,25.0,34.0,30.0
29.0,25.0,34.0,30.0,23.0
25.0,34.0,30.0,23.0,32.0
34.0,30.0,23.0,32.0,29.0
30.0,23.0,32.0,29.0,36.0
23.0,32.0,29.0,36.0,28.0
32.0,29.0,36.0,28.0,33.0
29.0,36.0,28.0,33.0,33.0
36.0,28.0,33.0,33.0,38.0
28.0,33.0,33.0,38.0,41.0
33.0,33.0,38.0,41.0,40.0
33.0,38.0,41.0,40.0,35.0
38.0,41.0,40.0,35.0,34.0
41.0,40.0,35.0,34.0,33.0
40.0,35.0,34.0,33.0,37.0
35.0,34.0,33.0,37.0,44.0
34.0,33.0,37.0,44.0,47.0
33.0,37.0,44.0,47.0,36.0
37.0,44.0,47.0,36.0,34.0
44.0,47.0,36.0,34.0,39.0
47.0,36.0,34.0,39.0,36.0
36.0,34.0,39.0,36.0,32.0
34.0,39.0,36.0,32.0,29.0
39.0,36.0,32.0,29.0,30.0
36.0,32.0,29.0,30.0,35.0
32.0,29.0,30.0,35.0,36.0
29.0,30.0,35.0,36.0,41.0
30.0,35.0,36.0,41.0,30.0
35.0,36.0,41.0,30.0,45.0
36.0,41.0,30.0,45.0,45.0
41.0,30.0,45.0,45.0,46.0
30.0,45.0,45.0,46.0,54.0
45.0,45.0,46.0,54.0,95.0
45.0,46.0,54.0,95.0,97.0
46.0,54.0,95.0,97.0,77.0
54.0,95.0,97.0,77.0,79.0
95.0,97.0,77.0,79.0,69.0
97.0,77.0,79.0,69.0,52.0
77.0,79.0,69.0,52.0,50.0
79.0,69.0,52.0,50.0,47.0
69.0,52.0,50.0,47.0,48.0
52.0,50.0,47.0,48.0,44.0
50.0,47.0,48.0,44.0,44.0
47.0,48.0,44.0,44.0,36.0
48.0,44.0,44.0,36.0,32.0
44.0,44.0,36.0,32.0,33.0
44.0,36.0,32.0,33.0,21.0
36.0,32.0,33.0,21.0,19.0
32.0,33.0,21.0,19.0,19.0
33.0,21.0,19.0,19.0,21.0
21.0,19.0,19.0,21.0,24.0
19.0,19.0,21.0,24.0,25.0
19.0,21.0,24.0,25.0,20.0
21.0,24.0,25.0,20.0,20.0
24.0,25.0,20.0,20.0,17.0
25.0,20.0,20.0,17.0,19.0
20.0,20.0,17.0,19.0,18.0
20.0,17.0,19.0,18.0,21.0
17.0,19.0,18.0,21.0,20.0
21.0,18.0,8.0,12.0,17.0
18.0,8.0,12.0,17.0,9.0
8.0,12.0,17.0,9.0,6.0
12.0,17.0,9.0,6.0,13.0
17.0,9.0,6.0,13.0,11.0
9.0,6.0,13.0,11.0,15.0
6.0,13.0,11.0,15.0,9.0
13.0,11.0,15.0,9.0,7.0
11.0,15.0,9.0,7.0,11.0
15.0,9.0,7.0,11.0,4.0
9.0,7.0,11.0,4.0,4.0
7.0,11.0,4.0,4.0,6.0
11.0,4.0,4.0,6.0,3.0
4.0,4.0,6.0,3.0,5.0
4.0,6.0,3.0,5.0,4.0
6.0,3.0,5.0,4.0,6.0
3.0,5.0,4.0,6.0,8.0
5.0,4.0,6.0,8.0,7.0
4.0,6.0,8.0,7.0,10.0
6.0,8.0,7.0,10.0,14.0
8.0,7.0,10.0,14.0,21.0
7.0,10.0,14.0,21.0,21.0
10.0,14.0,21.0,21.0,24.0
14.0,21.0,21.0,24.0,19.0
21.0,21.0,24.0,19.0,24.0
21.0,24.0,19.0,24.0,25.0
24.0,19.0,24.0,25.0,21.0
19.0,24.0,25.0,21.0,25.0
24.0,25.0,21.0,25.0,28.0
25.0,21.0,25.0,28.0,35.0
21.0,25.0,28.0,35.0,37.0
25.0,28.0,35.0,37.0,21.0
28.0,35.0,37.0,21.0,37.0
35.0,37.0,21.0,37.0,31.0
37.0,21.0,37.0,31.0,35.0
21.0,37.0,31.0,35.0,33.0
37.0,31.0,35.0,33.0,42.0
31.0,35.0,33.0,42.0,44.0
35.0,33.0,42.0,44.0,32.0
33.0,42.0,44.0,32.0,54.0
42.0,44.0,32.0,54.0,50.0
44.0,32.0,54.0,50.0,34.0
32.0,54.0,50.0,34.0,47.0
54.0,50.0,34.0,47.0,46.0
50.0,34.0,47.0,46.0,45.0
34.0,47.0,46.0,45.0,46.0
47.0,46.0,45.0,46.0,44.0
46.0,45.0,46.0,44.0,40.0
45.0,46.0,44.0,40.0,46.0
46.0,44.0,40.0,46.0,56.0
44.0,40.0,46.0,56.0,49.0
40.0,46.0,56.0,49.0,35.0
46.0,56.0,49.0,35.0,41.0
56.0,49.0,35.0,41.0,36.0
49.0,35.0,41.0,36.0,48.0
35.0,41.0,36.0,48.0,42.0
41.0,36.0,48.0,42.0,43.0
36.0,48.0,42.0,43.0,59.0
48.0,42.0,43.0,59.0,59.0
42.0,43.0,59.0,59.0,55.0
43.0,59.0,59.0,55.0,53.0
59.0,59.0,55.0,53.0,50.0
59.0,55.0,53.0,50.0,50.0
55.0,53.0,50.0,50.0,63.0
53.0,50.0,50.0,63.0,60.0
50.0,50.0,63.0,60.0,69.0
50.0,63.0,60.0,69.0,63.0
63.0,60.0,69.0,63.0,57.0
60.0,69.0,63.0,57.0,66.0
69.0,63.0,57.0,66.0,79.0
63.0,57.0,66.0,79.0,61.0
57.0,66.0,79.0,61.0,66.0
66.0,79.0,61.0,66.0,53.0
79.0,61.0,66.0,53.0,63.0
61.0,66.0,53.0,63.0,55.0
66.0,53.0,63.0,55.0,60.0
53.0,63.0,55.0,60.0,63.0
63.0,55.0,60.0,63.0,58.0
55.0,60.0,63.0,58.0,50.0
60.0,63.0,58.0,50.0,36.0
63.0,58.0,50.0,36.0,58.0
58.0,50.0,36.0,58.0,43.0
50.0,36.0,58.0,43.0,48.0
36.0,58.0,43.0,48.0,25.0
58.0,43.0,48.0,25.0,36.0
43.0,48.0,25.0,36.0,27.0
48.0,25.0,36.0,27.0,15.0
25.0,36.0,27.0,15.0,23.0
36.0,27.0,15.0,23.0,25.0
27.0,15.0,23.0,25.0,25.0
15.0,23.0,25.0,25.0,25.0
23.0,25.0,25.0,25.0,24.0
24.0,26.0,23.0,18.0,14.0
26.0,23.0,18.0,14.0,11.0
23.0,18.0,14.0,11.0,16.0
18.0,14.0,11.0,16.0,13.0
14.0,11.0,16.0,13.0,7.0
11.0,16.0,13.0,7.0,10.0
16.0,13.0,7.0,10.0,15.0
13.0,7.0,10.0,15.0,12.0
7.0,10.0,15.0,12.0,13.0
10.0,15.0,12.0,13.0,5.0
15.0,12.0,13.0,5.0,15.0
12.0,13.0,5.0,15.0,8.0
13.0,5.0,15.0,8.0,6.0
5.0,15.0,8.0,6.0,6.0
15.0,8.0,6.0,6.0,5.0
8.0,6.0,6.0,5.0,7.0
6.0,6.0,5.0,7.0,11.0
6.0,5.0,7.0,11.0,9.0
5.0,7.0,11.0,9.0,11.0
7.0,11.0,9.0,11.0,8.0
11.0,9.0,11.0,8.0,16.0
9.0,11.0,8.0,16.0,25.0
11.0,8.0,16.0,25.0,13.0
8.0,16.0,25.0,13.0,16.0
16.0,25.0,13.0,16.0,24.0
25.0,13.0,16.0,24.0,22.0
13.0,16.0,24.0,22.0,18.0
16.0,24.0,22.0,18.0,21.0
24.0,22.0,18.0,21.0,23.0
22.0,18.0,21.0,23.0,25.0
18.0,21.0,23.0,25.0,27.0
21.0,23.0,25.0,27.0,27.0
23.0,25.0,27.0,27.0,30.0
25.0,27.0,27.0,30.0,41.0
27.0,27.0,30.0,41.0,41.0
27.0,30.0,41.0,41.0,42.0
30.0,41.0,41.0,42.0,38.0
41.0,41.0,42.0,38.0,47.0
41.0,42.0,38.0,47.0,44.0
42.0,38.0,47.0,44.0,42.0
38.0,47.0,44.0,42.0,34.0
47.0,44.0,42.0,34.0,43.0
44.0,42.0,34.0,43.0,36.0
42.0,34.0,43.0,36.0,52.0
34.0,43.0,36.0,52.0,50.0
43.0,36.0,52.0,50.0,53.0
36.0,52.0,50.0,53.0,44.0
52.0,50.0,53.0,44.0,55.0
50.0,53.0,44.0,55.0,44.0
53.0,44.0,55.0,44.0,36.0
44.0,55.0,44.0,36.0,43.0
55.0,44.0,36.0,43.0,43.0
44.0,36.0,43.0,43.0,40.0
36.0,43.0,43.0,40.0,45.0
43.0,43.0,40.0,45.0,48.0
43.0,40.0,45.0,48.0,51.0
40.0,45.0,48.0,51.0,40.0
45.0,48.0,51.0,40.0,45.0
48.0,51.0,40.0,45.0,44.0
51.0,40.0,45.0,44.0,57.0
40.0,45.0,44.0,57.0,64.0
45.0,44.0,57.0,64.0,51.0
44.0,57.0,64.0,51.0,66.0
57.0,64.0,51.0,66.0,77.0
64.0,51.0,66.0,77.0,70.0
51.0,66.0,77.0,70.0,76.0
66.0,77.0,70.0,76.0,67.0
77.0,70.0,76.0,67.0,83.0
70.0,76.0,67.0,83.0,62.0
76.0,67.0,83.0,62.0,83.0
67.0,83.0,62.0,83.0,75.0
83.0,62.0,83.0,75.0,54.0
62.0,83.0,75.0,54.0,68.0
83.0,75.0,54.0,68.0,62.0
75.0,54.0,68.0,62.0,62.0
54.0,68.0,62.0,62.0,42.0
68.0,62.0,62.0,42.0,52.0
62.0,62.0,42.0,52.0,42.0
62.0,42.0,52.0,42.0,46.0
42.0,52.0,42.0,46.0,34.0
52.0,42.0,46.0,34.0,36.0
42.0,46.0,34.0,36.0,26.0
46.0,34.0,36.0,26.0,25.0
34.0,36.0,26.0,25.0,28.0
36.0,26.0,25.0,28.0,25.0
26.0,25.0,28.0,25.0,24.0
25.0,28.0,25.0,24.0,26.0
28.0,25.0,24.0,26.0,28.0
25.0,24.0,26.0,28.0,18.0
24.0,26.0,28.0,18.0,27.0
26.0,28.0,18.0,27.0,23.0
28.0,18.0,27.0,23.0,18.0
17.0,24.0,18.0,14.0,18.0
24.0,18.0,14.0,18.0,20.0
18.0,14.0,18.0,20.0,16.0
14.0,18.0,20.0,16.0,14.0
18.0,20.0,16.0,14.0,11.0
20.0,16.0,14.0,11.0,6.0
16.0,14.0,11.0,6.0,8.0
14.0,11.0,6.0,8.0,11.0
11.0,6.0,8.0,11.0,8.0
6.0,8.0,11.0,8.0,7.0
8.0,11.0,8.0,7.0,8.0
11.0,8.0,7.0,8.0,5.0
8.0,7.0,8.0,5.0,11.0
7.0,8.0,5.0,11.0,7.0
8.0,5.0,11.0,7.0,6.0
5.0,11.0,7.0,6.0,3.0
11.0,7.0,6.0,3.0,4.0
7.0,6.0,3.0,4.0,7.0
6.0,3.0,4.0,7.0,11.0
3.0,4.0,7.0,11.0,14.0
4.0,7.0,11.0,14.0,14.0
7.0,11.0,14.0,14.0,23.0
11.0,14.0,14.0,23.0,21.0
14.0,14.0,23.0,21.0,18.0
14.0,23.0,21.0,18.0,31.0
23.0,21.0,18.0,31.0,20.0
21.0,18.0,31.0,20.0,35.0
18.0,31.0,20.0,35.0,29.0
31.0,20.0,35.0,29.0,39.0
20.0,35.0,29.0,39.0,40.0
35.0,29.0,39.0,40.0,35.0
29.0,39.0,40.0,35.0,41.0
39.0,40.0,35.0,41.0,37.0
40.0,35.0,41.0,37.0,46.0
35.0,41.0,37.0,46.0,45.0
41.0,37.0,46.0,45.0,55.0
37.0,46.0,45.0,55.0,53.0
46.0,45.0,55.0,53.0,40.0
45.0,55.0,53.0,40.0,52.0
55.0,53.0,40.0,52.0,51.0
53.0,40.0,52.0,51.0,57.0
40.0,52.0,51.0,57.0,55.0
52.0,51.0,57.0,55.0,63.0
51.0,57.0,55.0,63.0,50.0
57.0,55.0,63.0,50.0,72.0
55.0,63.0,50.0,72.0,60.0
63.0,50.0,72.0,60.0,68.0
50.0,72.0,60.0,68.0,58.0
72.0,60.0,68.0,58.0,58.0
60.0,68.0,58.0,58.0,51.0
68.0,58.0,58.0,51.0,54.0
58.0,58.0,51.0,54.0,52.0
58.0,51.0,54.0,52.0,49.0
51.0,54.0,52.0,49.0,41.0
54.0,52.0,49.0,41.0,51.0
52.0,49.0,41.0,51.0,60.0
49.0,41.0,51.0,60.0,69.0
41.0,51.0,60.0,69.0,60.0
51.0,60.0,69.0,60.0,52.0
60.0,69.0,60.0,52.0,54.0
69.0,60.0,52.0,54.0,53.0
60.0,52.0,54.0,53.0,62.0
52.0,54.0,53.0,62.0,80.0
54.0,53.0,62.0,80.0,69.0
53.0,62.0,80.0,69.0,88.0
62.0,80.0,69.0,88.0,95.0
80.0,69.0,88.0,95.0,73.0
69.0,88.0,95.0,73.0,78.0
88.0,95.0,73.0,78.0,69.0
95.0,73.0,78.0,69.0,79.0
73.0,78.0,69.0,79.0,85.0
78.0,69.0,79.0,85.0,67.0
69.0,79.0,85.0,67.0,73.0
79.0,85.0,67.0,73.0,76.0
85.0,67.0,73.0,76.0,72.0
67.0,73.0,76.0,72.0,53.0
73.0,76.0,72.0,53.0,71.0
76.0,72.0,53.0,71.0,58.0
72.0,53.0,71.0,58.0,41.0
53.0,71.0,58.0,41.0,50.0
71.0,58.0,41.0,50.0,44.0
58.0,41.0,50.0,44.0,33.0
