t-4,t-3,t-2,t-1,Y
90.0,80.0,85.0,67.0,77.0
80.0,85.0,67.0,77.0,78.0
85.0,67.0,77.0,78.0,74.0
67.0,77.0,78.0,74.0,73.0
77.0,78.0,74.0,73.0,72.0
78.0,74.0,73.0,72.0,71.0
74.0,73.0,72.0,71.0,76.0
73.0,72.0,71.0,76.0,80.0
72.0,71.0,76.0,80.0,80.0
71.0,76.0,80.0,80.0,83.0
76.0,80.0,80.0,83.0,83.33333333333333
80.0,80.0,83.0,83.33333333333333,71.0
80.0,83.0,83.33333333333333,71.0,82.0
83.0,83.33333333333333,71.0,82.0,81.0
83.33333333333333,71.0,82.0,81.0,84.0
71.0,82.0,81.0,84.0,92.0
82.0,81.0,84.0,92.0,81.0
81.0,84.0,92.0,81.0,78.0
84.0,92.0,81.0,78.0,86.0
92.0,81.0,78.0,86.0,82.0
81.0,78.0,86.0,82.0,71.0
78.0,86.0,82.0,71.0,75.0
86.0,82.0,71.0,75.0,78.0
82.0,71.0,75.0,78.0,68.0
71.0,75.0,78.0,68.0,76.0
75.0,78.0,68.0,76.0,70.0
78.0,68.0,76.0,70.0,68.0
68.0,76.0,70.0,68.0,76.0
76.0,70.0,68.0,76.0,73.0
70.0,68.0,76.0,73.0,50.0
68.0,76.0,73.0,50.0,44.0
76.0,73.0,50.0,44.0,51.0
73.0,50.0,44.0,51.0,38.0
50.0,44.0,51.0,38.0,40.0
44.0,51.0,38.0,40.0,40.0
51.0,38.0,40.0,40.0,38.0
38.0,40.0,40.0,38.0,40.0
40.0,40.0,38.0,40.0,46.0
40.0,38.0,40.0,46.0,30.0
38.0,40.0,46.0,30.0,34.0
40.0,46.0,30.0,34.0,46.0
46.0,30.0,34.0,46.0,41.0
30.0,34.0,46.0,41.0,34.0
20.0,20.0,11.0,10.0,7.0
20.0,11.0,10.0,7.0,6.0
11.0,10.0,7.0,6.0,11.0
10.0,7.0,6.0,11.0,7.0
7.0,6.0,11.0,7.0,6.0
6.0,11.0,7.0,6.0,9.0
11.0,7.0,6.0,9.0,15.0
7.0,6.0,9.0,15.0,6.0
6.0,9.0,15.0,6.0,4.0
9.0,15.0,6.0,4.0,6.0
15.0,6.0,4.0,6.0,2.0
6.0,4.0,6.0,2.0,8.0
4.0,6.0,2.0,8.0,4.0
6.0,2.0,8.0,4.0,0.0
2.0,8.0,4.0,0.0,5.0
8.0,4.0,0.0,5.0,7.0
4.0,0.0,5.0,7.0,10.0
0.0,5.0,7.0,10.0,1.0
5.0,7.0,10.0,1.0,11.0
7.0,10.0,1.0,11.0,4.0
10.0,1.0,11.0,4.0,6.0
1.0,11.0,4.0,6.0,14.0
11.0,4.0,6.0,14.0,9.0
4.0,6.0,14.0,9.0,15.0
6.0,14.0,9.0,15.0,13.0
14.0,9.0,15.0,13.0,22.0
9.0,15.0,13.0,22.0,27.0
15.0,13.0,22.0,27.0,24.0
13.0,22.0,27.0,24.0,38.0
22.0,27.0,24.0,38.0,30.0
27.0,24.0,38.0,30.0,45.0
24.0,38.0,30.0,45.0,52.0
38.0,30.0,45.0,52.0,67.0
30.0,45.0,52.0,67.0,48.0
45.0,52.0,67.0,48.0,45.0
52.0,67.0,48.0,45.0,62.0
67.0,48.0,45.0,62.0,29.0
48.0,45.0,62.0,29.0,44.0
45.0,62.0,29.0,44.0,29.0
62.0,29.0,44.0,29.0,61.0
29.0,44.0,29.0,61.0,48.0
44.0,29.0,61.0,48.0,42.0
29.0,61.0,48.0,42.0,45.0
61.0,48.0,42.0,45.0,41.0
48.0,42.0,45.0,41.0,58.0
42.0,45.0,41.0,58.0,51.0
45.0,41.0,58.0,51.0,55.0
41.0,58.0,51.0,55.0,51.0
58.0,51.0,55.0,51.0,64.0
51.0,55.0,51.0,64.0,57.0
55.0,51.0,64.0,57.0,41.0
51.0,64.0,57.0,41.0,49.0
64.0,57.0,41.0,49.0,40.0
57.0,41.0,49.0,40.0,60.0
41.0,49.0,40.0,60.0,48.0
49.0,40.0,60.0,48.0,54.0
40.0,60.0,48.0,54.0,57.0
60.0,48.0,54.0,57.0,38.0
48.0,54.0,57.0,38.0,42.0
54.0,57.0,38.0,42.0,52.0
57.0,38.0,42.0,52.0,57.0
38.0,42.0,52.0,57.0,63.0
42.0,52.0,57.0,63.0,74.0
52.0,57.0,63.0,74.0,78.0
57.0,63.0,74.0,78.0,86.0
63.0,74.0,78.0,86.0,78.0
74.0,78.0,86.0,78.0,68.0
78.0,86.0,78.0,68.0,75.0
86.0,78.0,68.0,75.0,91.0
78.0,68.0,75.0,91.0,119.0
68.0,75.0,91.0,119.0,106.0
75.0,91.0,119.0,106.0,102.0
91.0,119.0,106.0,102.0,60.0
119.0,106.0,102.0,60.0,97.0
106.0,102.0,60.0,97.0,84.0
102.0,60.0,97.0,84.0,59.0
60.0,97.0,84.0,59.0,81.0
97.0,84.0,59.0,81.0,73.0
84.0,59.0,81.0,73.0,54.0
59.0,81.0,73.0,54.0,44.0
81.0,73.0,54.0,44.0,31.0
73.0,54.0,44.0,31.0,28.0
54.0,44.0,31.0,28.0,34.0
44.0,31.0,28.0,34.0,26.0
31.0,28.0,34.0,26.0,27.0
28.0,34.0,26.0,27.0,23.0
34.0,26.0,27.0,23.0,22.0
26.0,27.0,23.0,22.0,18.0
27.0,23.0,22.0,18.0,24.0
23.0,22.0,18.0,24.0,19.0
22.0,18.0,24.0,19.0,20.0
18.0,24.0,19.0,20.0,22.0
8.0,11.0,6.0,4.0,11.0
11.0,6.0,4.0,11.0,8.0
6.0,4.0,11.0,8.0,8.0
4.0,11.0,8.0,8.0,8.0
11.0,8.0,8.0,8.0,4.0
8.0,8.0,8.0,4.0,7.0
8.0,8.0,4.0,7.0,5.0
8.0,4.0,7.0,5.0,4.0
4.0,7.0,5.0,4.0,7.0
7.0,5.0,4.0,7.0,3.0
5.0,4.0,7.0,3.0,6.0
4.0,7.0,3.0,6.0,3.0
7.0,3.0,6.0,3.0,4.0
3.0,6.0,3.0,4.0,6.0
6.0,3.0,4.0,6.0,7.0
3.0,4.0,6.0,7.0,2.0
4.0,6.0,7.0,2.0,6.0
6.0,7.0,2.0,6.0,6.0
7.0,2.0,6.0,6.0,8.0
2.0,6.0,6.0,8.0,8.0
6.0,6.0,8.0,8.0,11.0
6.0,8.0,8.0,11.0,16.0
8.0,8.0,11.0,16.0,9.0
8.0,11.0,16.0,9.0,13.0
11.0,16.0,9.0,13.0,8.0
16.0,9.0,13.0,8.0,13.0
9.0,13.0,8.0,13.0,13.0
13.0,8.0,13.0,13.0,28.0
8.0,13.0,13.0,28.0,36.0
13.0,13.0,28.0,36.0,28.0
13.0,28.0,36.0,28.0,35.0
28.0,36.0,28.0,35.0,41.0
36.0,28.0,35.0,41.0,31.0
28.0,35.0,41.0,31.0,40.0
35.0,41.0,31.0,40.0,35.0
41.0,31.0,40.0,35.0,45.0
31.0,40.0,35.0,45.0,35.0
40.0,35.0,45.0,35.0,32.0
35.0,45.0,35.0,32.0,37.0
45.0,35.0,32.0,37.0,46.0
35.0,32.0,37.0,46.0,36.0
32.0,37.0,46.0,36.0,44.0
37.0,46.0,36.0,44.0,50.0
46.0,36.0,44.0,50.0,42.0
36.0,44.0,50.0,42.0,43.0
44.0,50.0,42.0,43.0,45.0
50.0,42.0,43.0,45.0,56.0
42.0,43.0,45.0,56.0,52.0
43.0,45.0,56.0,52.0,62.0
45.0,56.0,52.0,62.0,44.0
56.0,52.0,62.0,44.0,52.0
52.0,62.0,44.0,52.0,24.0
62.0,44.0,52.0,24.0,46.0
44.0,52.0,24.0,46.0,38.0
52.0,24.0,46.0,38.0,55.0
24.0,46.0,38.0,55.0,42.0
46.0,38.0,55.0,42.0,33.0
38.0,55.0,42.0,33.0,42.0
55.0,42.0,33.0,42.0,44.0
42.0,33.0,42.0,44.0,55.0
33.0,42.0,44.0,55.0,49.0
42.0,44.0,55.0,49.0,50.0
44.0,55.0,49.0,50.0,53.0
55.0,49.0,50.0,53.0,51.0
49.0,50.0,53.0,51.0,67.0
50.0,53.0,51.0,67.0,59.0
53.0,51.0,67.0,59.0,52.0
51.0,67.0,59.0,52.0,66.0
67.0,59.0,52.0,66.0,73.0
59.0,52.0,66.0,73.0,63.0
52.0,66.0,73.0,63.0,63.0
66.0,73.0,63.0,63.0,71.0
73.0,63.0,63.0,71.0,72.0
63.0,63.0,71.0,72.0,67.0
63.0,71.0,72.0,67.0,91.0
71.0,72.0,67.0,91.0,92.0
72.0,67.0,91.0,92.0,59.0
67.0,91.0,92.0,59.0,39.0
91.0,92.0,59.0,39.0,42.0
92.0,59.0,39.0,42.0,42.0
59.0,39.0,42.0,42.0,33.0
39.0,42.0,42.0,33.0,34.0
42.0,42.0,33.0,34.0,29.0
42.0,33.0,34.0,29.0,20.0
33.0,34.0,29.0,20.0,26.0
34.0,29.0,20.0,26.0,30.0
29.0,20.0,26.0,30.0,21.0
20.0,26.0,30.0,21.0,27.0
26.0,30.0,21.0,27.0,25.0
30.0,21.0,27.0,25.0,19.0
21.0,27.0,25.0,19.0,17.0
27.0,25.0,19.0,17.0,17.0
15.0,16.0,12.0,7.0,6.0
16.0,12.0,7.0,6.0,7.0
12.0,7.0,6.0,7.0,3.0
7.0,6.0,7.0,3.0,8.0
6.0,7.0,3.0,8.0,1.0
7.0,3.0,8.0,1.0,2.0
3.0,8.0,1.0,2.0,4.0
8.0,1.0,2.0,4.0,4.0
1.0,2.0,4.0,4.0,2.0
2.0,4.0,4.0,2.0,1.0
4.0,4.0,2.0,1.0,3.0
4.0,2.0,1.0,3.0,3.0
2.0,1.0,3.0,3.0,1.0
1.0,3.0,3.0,1.0,2.0
3.0,3.0,1.0,2.0,4.0
3.0,1.0,2.0,4.0,6.0
1.0,2.0,4.0,6.0,9.0
2.0,4.0,6.0,9.0,6.0
4.0,6.0,9.0,6.0,4.0
6.0,9.0,6.0,4.0,7.0
9.0,6.0,4.0,7.0,11.0
6.0,4.0,7.0,11.0,11.0
4.0,7.0,11.0,11.0,17.0
7.0,11.0,11.0,17.0,16.0
11.0,11.0,17.0,16.0,18.0
11.0,17.0,16.0,18.0,17.0
17.0,16.0,18.0,17.0,28.0
16.0,18.0,17.0,28.0,31.0
18.0,17.0,28.0,31.0,35.0
17.0,28.0,31.0,35.0,36.0
28.0,31.0,35.0,36.0,36.0
31.0,35.0,36.0,36.0,41.0
35.0,36.0,36.0,41.0,42.0
36.0,36.0,41.0,42.0,39.0
36.0,41.0,42.0,39.0,35.0
41.0,42.0,39.0,35.0,37.0
42.0,39.0,35.0,37.0,50.0
39.0,35.0,37.0,50.0,37.0
35.0,37.0,50.0,37.0,44.0
37.0,50.0,37.0,44.0,44.0
50.0,37.0,44.0,44.0,41.0
37.0,44.0,44.0,41.0,46.0
44.0,44.0,41.0,46.0,40.0
44.0,41.0,46.0,40.0,40.0
41.0,46.0,40.0,40.0,56.0
46.0,40.0,40.0,56.0,37.0
40.0,40.0,56.0,37.0,47.0
40.0,56.0,37.0,47.0,46.0
56.0,37.0,47.0,46.0,56.0
37.0,47.0,46.0,56.0,50.0
47.0,46.0,56.0,50.0,37.0
46.0,56.0,50.0,37.0,43.0
56.0,50.0,37.0,43.0,44.0
50.0,37.0,43.0,44.0,42.0
37.0,43.0,44.0,42.0,49.0
43.0,44.0,42.0,49.0,46.0
44.0,42.0,49.0,46.0,36.0
42.0,49.0,46.0,36.0,35.0
49.0,46.0,36.0,35.0,49.0
46.0,36.0,35.0,49.0,47.0
36.0,35.0,49.0,47.0,48.0
35.0,49.0,47.0,48.0,44.0
49.0,47.0,48.0,44.0,49.0
47.0,48.0,44.0,49.0,53.0
48.0,44.0,49.0,53.0,54.0
44.0,49.0,53.0,54.0,62.0
49.0,53.0,54.0,62.0,68.0
53.0,54.0,62.0,68.0,65.0
54.0,62.0,68.0,65.0,72.0
62.0,68.0,65.0,72.0,68.0
68.0,65.0,72.0,68.0,58.0
65.0,72.0,68.0,58.0,59.0
72.0,68.0,58.0,59.0,51.0
68.0,58.0,59.0,51.0,43.0
58.0,59.0,51.0,43.0,68.0
59.0,51.0,43.0,68.0,47.0
51.0,43.0,68.0,47.0,43.0
43.0,68.0,47.0,43.0,41.0
68.0,47.0,43.0,41.0,39.0
47.0,43.0,41.0,39.0,36.0
43.0,41.0,39.0,36.0,28.0
41.0,39.0,36.0,28.0,20.0
39.0,36.0,28.0,20.0,31.0
36.0,28.0,20.0,31.0,19.0
28.0,20.0,31.0,19.0,16.0
20.0,31.0,19.0,16.0,16.0
31.0,19.0,16.0,16.0,17.0
19.0,16.0,16.0,17.0,22.0
16.0,16.0,17.0,22.0,12.0
16.0,17.0,22.0,12.0,14.0
17.0,22.0,12.0,14.0,16.0
22.0,12.0,14.0,16.0,17.0
39.0,35.0,24.0,22.0,27.0
35.0,24.0,22.0,27.0,25.0
24.0,22.0,27.0,25.0,24.0
22.0,27.0,25.0,24.0,24.0
27.0,25.0,24.0,24.0,26.0
25.0,24.0,24.0,26.0,17.0
24.0,24.0,26.0,17.0,20.0
24.0,26.0,17.0,20.0,18.0
26.0,17.0,20.0,18.0,23.0
17.0,20.0,18.0,23.0,22.0
20.0,18.0,23.0,22.0,17.0
18.0,23.0,22.0,17.0,19.0
23.0,22.0,17.0,19.0,22.0
22.0,17.0,19.0,22.0,20.0
17.0,19.0,22.0,20.0,21.0
19.0,22.0,20.0,21.0,23.33333333333333
22.0,20.0,21.0,23.33333333333333,24.0
20.0,21.0,23.33333333333333,24.0,18.0
21.0,23.33333333333333,24.0,18.0,12.0
23.33333333333333,24.0,18.0,12.0,15.0
24.0,18.0,12.0,15.0,20.0
18.0,12.0,15.0,20.0,13.0
12.0,15.0,20.0,13.0,16.0
15.0,20.0,13.0,16.0,13.0
20.0,13.0,16.0,13.0,15.0
13.0,16.0,13.0,15.0,15.0
16.0,13.0,15.0,15.0,18.0
13.0,15.0,15.0,18.0,13.0
15.0,15.0,18.0,13.0,13.0
15.0,18.0,13.0,13.0,15.0
18.0,13.0,13.0,15.0,15.0
13.0,13.0,15.0,15.0,18.0
13.0,15.0,15.0,18.0,17.0
15.0,15.0,18.0,17.0,23.0
15.0,18.0,17.0,23.0,21.0
18.0,17.0,23.0,21.0,15.0
17.0,23.0,21.0,15.0,19.0
23.0,21.0,15.0,19.0,24.0
21.0,15.0,19.0,24.0,32.0
15.0,19.0,24.0,32.0,23.0
19.0,24.0,32.0,23.0,37.0
24.0,32.0,23.0,37.0,27.0
32.0,23.0,37.0,27.0,32.0
23.0,37.0,27.0,32.0,24.0
37.0,27.0,32.0,24.0,30.0
27.0,32.0,24.0,30.0,31.0
32.0,24.0,30.0,31.0,29.0
24.0,30.0,31.0,29.0,27.0
30.0,31.0,29.0,27.0,36.0
31.0,29.0,27.0,36.0,23.0
29.0,27.0,36.0,23.0,28.0
27.0,36.0,23.0,28.0,28.0
36.0,23.0,28.0,28.0,29.0
23.0,28.0,28.0,29.0,24.0
28.0,28.0,29.0,24.0,26.0
28.0,29.0,24.0,26.0,27.0
29.0,24.0,26.0,27.0,33.0
24.0,26.0,27.0,33.0,33.0
26.0,27.0,33.0,33.0,33.0
27.0,33.0,33.0,33.0,32.0
33.0,33.0,33.0,32.0,28.0
33.0,33.0,32.0,28.0,44.0
33.0,32.0,28.0,44.0,48.0
32.0,28.0,44.0,48.0,32.0
28.0,44.0,48.0,32.0,54.0
44.0,48.0,32.0,54.0,40.0
48.0,32.0,54.0,40.0,46.0
32.0,54.0,40.0,46.0,47.0
54.0,40.0,46.0,47.0,45.0
40.0,46.0,47.0,45.0,28.0
46.0,47.0,45.0,28.0,34.0
47.0,45.0,28.0,34.0,32.0
45.0,28.0,34.0,32.0,30.0
28.0,34.0,32.0,30.0,40.0
34.0,32.0,30.0,40.0,31.0
32.0,30.0,40.0,31.0,43.0
30.0,40.0,31.0,43.0,36.0
40.0,31.0,43.0,36.0,27.0
31.0,43.0,36.0,27.0,26.0
43.0,36.0,27.0,26.0,36.0
36.0,27.0,26.0,36.0,40.0
27.0,26.0,36.0,40.0,40.0
26.0,36.0,40.0,40.0,30.0
36.0,40.0,40.0,30.0,29.0
40.0,40.0,30.0,29.0,17.0
40.0,30.0,29.0,17.0,25.0
30.0,29.0,17.0,25.0,29.0
29.0,17.0,25.0,29.0,27.0
17.0,25.0,29.0,27.0,27.0
25.0,29.0,27.0,27.0,30.0
29.0,27.0,27.0,30.0,23.0
27.0,27.0,30.0,23.0,39.0
15.0,20.0,19.0,7.0,14.0
20.0,19.0,7.0,14.0,6.0
19.0,7.0,14.0,6.0,5.0
7.0,14.0,6.0,5.0,4.0
14.0,6.0,5.0,4.0,7.0
6.0,5.0,4.0,7.0,8.0
5.0,4.0,7.0,8.0,10.0
4.0,7.0,8.0,10.0,6.0
7.0,8.0,10.0,6.0,3.0
8.0,10.0,6.0,3.0,6.0
10.0,6.0,3.0,6.0,8.0
6.0,3.0,6.0,8.0,4.0
3.0,6.0,8.0,4.0,4.0
6.0,8.0,4.0,4.0,10.0
8.0,4.0,4.0,10.0,6.0
4.0,4.0,10.0,6.0,3.0
4.0,10.0,6.0,3.0,8.0
10.0,6.0,3.0,8.0,5.0
6.0,3.0,8.0,5.0,5.0
3.0,8.0,5.0,5.0,11.0
8.0,5.0,5.0,11.0,11.0
5.0,5.0,11.0,11.0,10.0
5.0,11.0,11.0,10.0,15.0
11.0,11.0,10.0,15.0,17.0
11.0,10.0,15.0,17.0,19.0
10.0,15.0,17.0,19.0,18.0
15.0,17.0,19.0,18.0,19.0
17.0,19.0,18.0,19.0,30.0
19.0,18.0,19.0,30.0,32.0
18.0,19.0,30.0,32.0,33.0
19.0,30.0,32.0,33.0,32.0
30.0,32.0,33.0,32.0,37.0
32.0,33.0,32.0,37.0,36.0
33.0,32.0,37.0,36.0,51.0
32.0,37.0,36.0,51.0,29.0
37.0,36.0,51.0,29.0,43.0
36.0,51.0,29.0,43.0,47.0
51.0,29.0,43.0,47.0,46.0
29.0,43.0,47.0,46.0,43.0
43.0,47.0,46.0,43.0,39.0
47.0,46.0,43.0,39.0,43.0
46.0,43.0,39.0,43.0,52.0
43.0,39.0,43.0,52.0,55.0
39.0,43.0,52.0,55.0,61.0
43.0,52.0,55.0,61.0,54.0
52.0,55.0,61.0,54.0,53.0
55.0,61.0,54.0,53.0,49.0
61.0,54.0,53.0,49.0,54.0
54.0,53.0,49.0,54.0,54.0
53.0,49.0,54.0,54.0,39.0
49.0,54.0,54.0,39.0,46.0
54.0,54.0,39.0,46.0,46.0
54.0,39.0,46.0,46.0,49.0
39.0,46.0,46.0,49.0,44.0
46.0,46.0,49.0,44.0,53.0
46.0,49.0,44.0,53.0,48.0
49.0,44.0,53.0,48.0,57.0
44.0,53.0,48.0,57.0,50.0
53.0,48.0,57.0,50.0,35.0
48.0,57.0,50.0,35.0,53.0
57.0,50.0,35.0,53.0,57.0
50.0,35.0,53.0,57.0,66.0
35.0,53.0,57.0,66.0,66.0
53.0,57.0,66.0,66.0,86.0
57.0,66.0,66.0,86.0,81.0
66.0,66.0,86.0,81.0,84.0
66.0,86.0,81.0,84.0,75.0
86.0,81.0,84.0,75.0,61.0
81.0,84.0,75.0,61.0,75.0
84.0,75.0,61.0,75.0,86.0
75.0,61.0,75.0,86.0,64.0
61.0,75.0,86.0,64.0,64.0
75.0,86.0,64.0,64.0,78.0
86.0,64.0,64.0,78.0,58.0
64.0,64.0,78.0,58.0,74.0
64.0,78.0,58.0,74.0,78.0
78.0,58.0,74.0,78.0,70.0
58.0,74.0,78.0,70.0,57.0
74.0,78.0,70.0,57.0,49.0
78.0,70.0,57.0,49.0,43.0
70.0,57.0,49.0,43.0,49.0
57.0,49.0,43.0,49.0,27.0
49.0,43.0,49.0,27.0,35.0
43.0,49.0,27.0,35.0,24.0
49.0,27.0,35.0,24.0,26.0
27.0,35.0,24.0,26.0,18.0
35.0,24.0,26.0,18.0,21.0
24.0,26.0,18.0,21.0,23.0
26.0,18.0,21.0,23.0,30.0
18.0,21.0,23.0,30.0,21.0
21.0,23.0,30.0,21.0,28.0
23.0,30.0,21.0,28.0,26.0
21.0,24.0,26.0,18.0,22.0
24.0,26.0,18.0,22.0,17.0
26.0,18.0,22.0,17.0,18.0
18.0,22.0,17.0,18.0,20.0
22.0,17.0,18.0,20.0,23.0
17.0,18.0,20.0,23.0,26.0
18.0,20.0,23.0,26.0,21.0
20.0,23.0,26.0,21.0,22.0
23.0,26.0,21.0,22.0,22.0
26.0,21.0,22.0,22.0,20.0
21.0,22.0,22.0,20.0,13.0
22.0,22.0,20.0,13.0,16.0
22.0,20.0,13.0,16.0,21.0
20.0,13.0,16.0,21.0,20.0
13.0,16.0,21.0,20.0,11.0
16.0,21.0,20.0,11.0,13.0
21.0,20.0,11.0,13.0,23.0
20.0,11.0,13.0,23.0,11.0
11.0,13.0,23.0,11.0,14.0
13.0,23.0,11.0,14.0,14.0
23.0,11.0,14.0,14.0,18.0
11.0,14.0,14.0,18.0,14.0
14.0,14.0,18.0,14.0,14.0
14.0,18.0,14.0,14.0,11.0
18.0,14.0,14.0,11.0,12.0
14.0,14.0,11.0,12.0,18.0
14.0,11.0,12.0,18.0,18.0
11.0,12.0,18.0,18.0,12.0
12.0,18.0,18.0,12.0,17.0
18.0,18.0,12.0,17.0,10.0
18.0,12.0,17.0,10.0,15.0
12.0,17.0,10.0,15.0,19.0
17.0,10.0,15.0,19.0,17.0
10.0,15.0,19.0,17.0,13.0
15.0,19.0,17.0,13.0,28.0
19.0,17.0,13.0,28.0,19.0
17.0,13.0,28.0,19.0,19.0
13.0,28.0,19.0,19.0,21.0
28.0,19.0,19.0,21.0,21.0
19.0,19.0,21.0,21.0,33.0
19.0,21.0,21.0,33.0,28.0
21.0,21.0,33.0,28.0,29.0
21.0,33.0,28.0,29.0,28.0
33.0,28.0,29.0,28.0,25.0
28.0,29.0,28.0,25.0,24.0
29.0,28.0,25.0,24.0,30.0
28.0,25.0,24.0,30.0,30.0
25.0,24.0,30.0,30.0,27.0
24.0,30.0,30.0,27.0,33.0
30.0,30.0,27.0,33.0,34.0
30.0,27.0,33.0,34.0,29.0
27.0,33.0,34.0,29.0,32.0
33.0,34.0,29.0,32.0,27.0
34.0,29.0,32.0,27.0,7.0
29.0,32.0,27.0,7.0,2.0
32.0,27.0,7.0,2.0,0.0
27.0,7.0,2.0,0.0,0.0
7.0,2.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,27.0
0.0,0.0,1.0,27.0,23.0
0.0,1.0,27.0,23.0,27.0
1.0,27.0,23.0,27.0,18.0
27.0,23.0,27.0,18.0,32.0
23.0,27.0,18.0,32.0,35.0
27.0,18.0,32.0,35.0,29.0
18.0,32.0,35.0,29.0,15.0
32.0,35.0,29.0,15.0,24.0
35.0,29.0,15.0,24.0,18.0
29.0,15.0,24.0,18.0,15.0
15.0,24.0,18.0,15.0,28.0
24.0,18.0,15.0,28.0,28.0
18.0,15.0,28.0,28.0,24.0
15.0,28.0,28.0,24.0,21.0
28.0,28.0,24.0,21.0,15.0
28.0,24.0,21.0,15.0,23.0
24.0,21.0,15.0,23.0,16.0
21.0,15.0,23.0,16.0,19.0
15.0,23.0,16.0,19.0,19.0
23.0,16.0,19.0,19.0,21.0
16.0,19.0,19.0,21.0,21.0
17.0,18.0,16.0,7.0,13.0
18.0,16.0,7.0,13.0,8.0
16.0,7.0,13.0,8.0,5.0
7.0,13.0,8.0,5.0,11.0
13.0,8.0,5.0,11.0,5.0
8.0,5.0,11.0,5.0,4.0
5.0,11.0,5.0,4.0,9.0
11.0,5.0,4.0,9.0,5.0
5.0,4.0,9.0,5.0,7.0
4.0,9.0,5.0,7.0,5.0
9.0,5.0,7.0,5.0,4.0
5.0,7.0,5.0,4.0,2.0
7.0,5.0,4.0,2.0,4.0
5.0,4.0,2.0,4.0,2.0
4.0,2.0,4.0,2.0,5.0
2.0,4.0,2.0,5.0,6.0
4.0,2.0,5.0,6.0,7.0
2.0,5.0,6.0,7.0,4.0
5.0,6.0,7.0,4.0,6.0
6.0,7.0,4.0,6.0,8.0
7.0,4.0,6.0,8.0,8.0
4.0,6.0,8.0,8.0,9.0
6.0,8.0,8.0,9.0,10.0
8.0,8.0,9.0,10.0,13.0
8.0,9.0,10.0,13.0,11.0
9.0,10.0,13.0,11.0,14.0
10.0,13.0,11.0,14.0,15.0
13.0,11.0,14.0,15.0,17.0
11.0,14.0,15.0,17.0,22.0
14.0,15.0,17.0,22.0,16.0
15.0,17.0,22.0,16.0,19.0
17.0,22.0,16.0,19.0,27.0
22.0,16.0,19.0,27.0,23.0
16.0,19.0,27.0,23.0,26.0
19.0,27.0,23.0,26.0,28.0
27.0,23.0,26.0,28.0,32.0
23.0,26.0,28.0,32.0,31.0
26.0,28.0,32.0,31.0,26.0
28.0,32.0,31.0,26.0,37.0
32.0,31.0,26.0,37.0,32.0
31.0,26.0,37.0,32.0,34.0
26.0,37.0,32.0,34.0,34.0
37.0,32.0,34.0,34.0,35.0
32.0,34.0,34.0,35.0,30.0
34.0,34.0,35.0,30.0,33.0
34.0,35.0,30.0,33.0,29.0
35.0,30.0,33.0,29.0,32.0
30.0,33.0,29.0,32.0,29.0
33.0,29.0,32.0,29.0,41.0
29.0,32.0,29.0,41.0,37.0
32.0,29.0,41.0,37.0,27.0
29.0,41.0,37.0,27.0,38.0
41.0,37.0,27.0,38.0,33.0
37.0,27.0,38.0,33.0,24.0
27.0,38.0,33.0,24.0,39.0
38.0,33.0,24.0,39.0,33.0
33.0,24.0,39.0,33.0,29.0
24.0,39.0,33.0,29.0,32.0
39.0,33.0,29.0,32.0,36.0
33.0,29.0,32.0,36.0,30.0
29.0,32.0,36.0,30.0,29.0
32.0,36.0,30.0,29.0,36.0
36.0,30.0,29.0,36.0,44.0
30.0,29.0,36.0,44.0,36.0
29.0,36.0,44.0,36.0,52.0
36.0,44.0,36.0,52.0,48.0
44.0,36.0,52.0,48.0,43.0
36.0,52.0,48.0,43.0,44.0
52.0,48.0,43.0,44.0,47.0
48.0,43.0,44.0,47.0,34.0
43.0,44.0,47.0,34.0,38.0
44.0,47.0,34.0,38.0,22.0
47.0,34.0,38.0,22.0,60.0
34.0,38.0,22.0,60.0,40.0
38.0,22.0,60.0,40.0,27.0
22.0,60.0,40.0,27.0,31.0
60.0,40.0,27.0,31.0,41.0
40.0,27.0,31.0,41.0,30.0
27.0,31.0,41.0,30.0,32.0
31.0,41.0,30.0,32.0,20.0
41.0,30.0,32.0,20.0,29.0
30.0,32.0,20.0,29.0,24.0
32.0,20.0,29.0,24.0,15.0
20.0,29.0,24.0,15.0,19.0
29.0,24.0,15.0,19.0,23.0
24.0,15.0,19.0,23.0,19.0
15.0,19.0,23.0,19.0,22.0
19.0,23.0,19.0,22.0,15.0
23.0,19.0,22.0,15.0,21.0
19.0,22.0,15.0,21.0,18.0
22.0,15.0,21.0,18.0,15.0
15.0,21.0,18.0,15.0,16.0
18.0,15.0,24.0,16.0,6.0
15.0,24.0,16.0,6.0,15.0
24.0,16.0,6.0,15.0,8.0
16.0,6.0,15.0,8.0,5.0
6.0,15.0,8.0,5.0,8.0
15.0,8.0,5.0,8.0,9.0
8.0,5.0,8.0,9.0,7.0
5.0,8.0,9.0,7.0,6.0
8.0,9.0,7.0,6.0,6.0
9.0,7.0,6.0,6.0,5.0
