t-3,t-2,t-1,Y
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,1
0,1,1,0
1,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,15
0,0,15,0
0,15,0,0
15,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,1
0,1,1,0
1,1,0,0
1,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,15
0,0,15,0
0,15,0,0
15,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,1
1,0,1,0
0,1,0,0
1,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,1,0,1
1,0,1,3
0,1,3,1
1,3,1,0
3,1,0,1
1,0,1,1
0,1,1,0
1,1,0,0
1,0,0,0
0,0,0,1
0,0,1,0
0,1,0,1
1,0,1,1
0,1,1,0
1,1,0,0
1,0,0,1
0,0,1,2
0,1,2,1
1,2,1,1
2,1,1,4
1,1,4,0
1,4,0,5
4,0,5,3
0,5,3,3
5,3,3,4
3,3,4,5
3,4,5,13
4,5,13,11
5,13,11,18
13,11,18,17
11,18,17,19
18,17,19,17
17,19,17,23
19,17,23,281
17,23,281,20
23,281,20,22
281,20,22,20
20,22,20,18
22,20,18,25
20,18,25,20
18,25,20,22
25,20,22,24
20,22,24,27
22,24,27,14
24,27,14,23
27,14,23,19
14,23,19,15
23,19,15,12
19,15,12,17
15,12,17,10
12,17,10,15
17,10,15,6
10,15,6,15
15,6,15,8
6,15,8,10
15,8,10,6
8,10,6,11
10,6,11,10
6,11,10,12
11,10,12,9
10,12,9,13
12,9,13,21
9,13,21,16
13,21,16,6
21,16,6,0
16,6,0,0
6,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,15
0,0,15,0
0,15,0,0
15,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,3
0,0,3,0
0,3,0,0
3,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,15
0,0,15,0
0,15,0,0
15,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,15
0,0,15,0
0,15,0,0
15,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,1
0,1,1,0
1,1,0,2
1,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,2
0,2,2,0
2,2,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,10
0,0,10,15
0,10,15,16
10,15,16,14
15,16,14,23
16,14,23,19
14,23,19,18
23,19,18,278
19,18,278,19
18,278,19,23
278,19,23,20
19,23,20,19
23,20,19,14
20,19,14,22
19,14,22,17
14,22,17,20
22,17,20,17
17,20,17,16
20,17,16,9
17,16,9,13
16,9,13,71
9,13,71,22
13,71,22,19
71,22,19,16
22,19,16,7
19,16,7,7
16,7,7,14
7,7,14,12
7,14,12,12
14,12,12,22
12,12,22,271
12,22,271,11
22,271,11,12
271,11,12,18
11,12,18,11
12,18,11,16
18,11,16,20
11,16,20,20
16,20,20,22
20,20,22,7
20,22,7,8
22,7,8,13
7,8,13,6
8,13,6,14
13,6,14,13
6,14,13,9
14,13,9,14
13,9,14,22
9,14,22,14
14,22,14,6
22,14,6,6
14,6,6,4
6,6,4,8
6,4,8,7
4,8,7,3
8,7,3,4
7,3,4,3
3,4,3,4
4,3,4,4
3,4,4,3
4,4,3,3
4,3,3,2
3,3,2,1
3,2,1,3
2,1,3,3
1,3,3,4
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,1
0,0,1,0
0,1,0,5
1,0,5,8
0,5,8,6
5,8,6,5
8,6,5,6
6,5,6,4
5,6,4,5
6,4,5,7
4,5,7,9
5,7,9,3
7,9,3,2
9,3,2,4
3,2,4,5
0,1,1,1
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,1
1,2,1,0
2,1,0,0
1,0,0,2
0,0,2,1
0,2,1,0
2,1,0,0
1,0,0,0
0,0,0,1
0,0,1,3
0,1,3,4
1,3,4,1
3,4,1,1
4,1,1,3
1,1,3,2
1,3,2,3
3,2,3,0
2,3,0,0
3,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,1
0,2,1,0
2,1,0,1
1,0,1,0
0,1,0,0
1,0,0,3
0,0,3,0
0,3,0,1
3,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,4
0,0,4,246
0,4,246,2
4,246,2,2
246,2,2,2
2,2,2,3
2,2,3,4
2,3,4,4
1,2,0,2
2,0,2,0
0,2,0,2
2,0,2,0
0,2,0,1
2,0,1,0
0,1,0,1
1,0,1,0
0,1,0,1
1,0,1,0
0,1,0,1
1,0,1,0
0,1,0,1
1,0,1,1
0,1,1,3
1,1,3,0
1,3,0,1
3,0,1,3
0,1,3,1
1,3,1,1
3,1,1,1
1,1,1,4
1,1,4,8
1,4,8,5
4,8,5,7
8,5,7,269
5,7,269,11
7,269,11,8
269,11,8,38
11,8,38,49
8,38,49,77
38,49,77,50
49,77,50,80
77,50,80,66
50,80,66,26
80,66,26,38
66,26,38,65
26,38,65,27
38,65,27,24
65,27,24,16
27,24,16,28
24,16,28,23
16,28,23,17
28,23,17,16
23,17,16,13
17,16,13,18
16,13,18,18
13,18,18,15
18,18,15,17
18,15,17,14
15,17,14,23
17,14,23,13
14,23,13,23
23,13,23,21
13,23,21,20
23,21,20,15
21,20,15,19
20,15,19,31
15,19,31,16
19,31,16,27
31,16,27,9
16,27,9,20
27,9,20,19
9,20,19,24
20,19,24,17
19,24,17,14
24,17,14,18
17,14,18,59
14,18,59,18
18,59,18,18
59,18,18,13
18,18,13,18
18,13,18,16
13,18,16,9
18,16,9,9
16,9,9,11
9,9,11,6
9,11,6,16
11,6,16,12
6,16,12,14
16,12,14,8
12,14,8,5
14,8,5,2
8,5,2,3
5,2,3,7
2,3,7,8
3,7,8,2
7,8,2,1
8,2,1,5
2,1,5,2
1,5,2,4
5,2,4,5
2,4,5,5
0,2,2,4
2,2,4,1
2,4,1,1
4,1,1,3
1,1,3,2
1,3,2,1
3,2,1,0
2,1,0,1
1,0,1,1
0,1,1,0
1,1,0,0
1,0,0,0
0,0,0,1
0,0,1,0
0,1,0,1
1,0,1,0
0,1,0,1
1,0,1,2
0,1,2,3
1,2,3,1
2,3,1,3
3,1,3,3
1,3,3,1
3,3,1,4
3,1,4,3
1,4,3,2
4,3,2,13
3,2,13,23
2,13,23,25
13,23,25,37
23,25,37,40
25,37,40,38
37,40,38,41
40,38,41,56
38,41,56,318
41,56,318,29
56,318,29,44
318,29,44,22
29,44,22,287
44,22,287,25
22,287,25,17
287,25,17,2
25,17,2,0
17,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,6
0,0,6,17
0,6,17,16
6,17,16,22
17,16,22,10
16,22,10,16
22,10,16,18
10,16,18,20
16,18,20,22
18,20,22,21
20,22,21,17
22,21,17,24
21,17,24,22
17,24,22,19
24,22,19,12
22,19,12,29
19,12,29,12
12,29,12,9
29,12,9,0
12,9,0,0
9,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,2,0
0,2,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,3
0,0,3,0
0,3,0,0
3,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,1,23
0,1,23,16
1,23,16,38
23,16,38,16
16,38,16,281
38,16,281,20
16,281,20,22
281,20,22,15
20,22,15,28
22,15,28,20
15,28,20,17
28,20,17,9
20,17,9,19
17,9,19,267
9,19,267,17
19,267,17,30
267,17,30,274
17,30,274,15
30,274,15,22
274,15,22,13
15,22,13,19
22,13,19,14
13,19,14,8
19,14,8,23
14,8,23,20
8,23,20,12
23,20,12,15
20,12,15,272
12,15,272,16
15,272,16,6
272,16,6,8
16,6,8,8
6,8,8,8
8,8,8,10
8,8,10,22
8,10,22,1
10,22,1,1
22,1,1,4
1,1,4,0
1,4,0,3
4,0,3,4
0,3,4,2
4,4,1,3
4,1,3,0
1,3,0,1
3,0,1,0
0,1,0,2
1,0,2,0
0,2,0,0
2,0,0,0
0,0,0,1
0,0,1,0
0,1,0,0
1,0,0,0
0,0,0,2
0,0,2,1
0,2,1,1
2,1,1,2
1,1,2,0
1,2,0,2
2,0,2,4
0,2,4,2
2,4,2,1
4,2,1,5
2,1,5,0
1,5,0,6
5,0,6,4
0,6,4,2
6,4,2,12
4,2,12,21
2,12,21,47
12,21,47,31
21,47,31,40
47,31,40,294
31,40,294,51
40,294,51,40
294,51,40,27
51,40,27,38
40,27,38,34
27,38,34,30
38,34,30,22
34,30,22,26
30,22,26,28
22,26,28,30
26,28,30,20
28,30,20,29
30,20,29,23
20,29,23,22
29,23,22,17
23,22,17,25
22,17,25,31
17,25,31,22
25,31,22,22
31,22,22,16
22,22,16,13
22,16,13,15
16,13,15,18
13,15,18,24
15,18,24,28
18,24,28,24
24,28,24,18
28,24,18,40
24,18,40,23
18,40,23,22
40,23,22,32
23,22,32,276
22,32,276,15
32,276,15,18
276,15,18,17
15,18,17,18
18,17,18,20
17,18,20,14
18,20,14,13
20,14,13,17
