Data,Count
2004-01-01 00:00:00,201.33333333333334
2004-01-01 00:15:00,157.33333333333334
2004-01-01 00:30:00,300.0
2004-01-01 00:45:00,356.0
2004-01-01 01:00:00,440.0
2004-01-01 01:15:00,380.0
2004-01-01 01:30:00,316.0
2004-01-01 01:45:00,360.0
2004-01-01 02:00:00,360.0
2004-01-01 02:15:00,233.33333333333334
2004-01-01 02:30:00,241.33333333333334
2004-01-01 02:45:00,213.33333333333334
2004-01-01 03:00:00,176.0
2004-01-01 03:15:00,148.0
2004-01-01 03:30:00,153.33333333333334
2004-01-01 03:45:00,174.66666666666666
2004-01-01 04:00:00,117.33333333333333
2004-01-01 04:15:00,140.0
2004-01-01 04:30:00,102.66666666666667
2004-01-01 04:45:00,88.0
2004-01-01 05:00:00,73.33333333333333
2004-01-01 05:15:00,76.0
2004-01-01 05:30:00,106.66666666666667
2004-01-01 05:45:00,88.0
2004-01-01 06:00:00,108.0
2004-01-01 06:15:00,137.33333333333334
2004-01-01 06:30:00,129.33333333333334
2004-01-01 06:45:00,145.33333333333334
2004-01-01 07:00:00,137.33333333333334
2004-01-01 07:15:00,212.0
2004-01-01 07:30:00,248.0
2004-01-01 07:45:00,234.66666666666666
2004-01-01 08:00:00,293.3333333333333
2004-01-01 08:15:00,288.66666666666663
2004-01-01 08:30:00,284.0
2004-01-01 08:45:00,293.3333333333333
2004-01-01 09:00:00,281.3333333333333
2004-01-01 09:15:00,325.3333333333333
2004-01-01 09:30:00,385.3333333333333
2004-01-01 09:45:00,402.6666666666667
2004-01-01 10:00:00,478.6666666666667
2004-01-01 10:15:00,489.3333333333333
2004-01-01 10:30:00,573.3333333333334
2004-01-01 10:45:00,573.3333333333334
2004-01-01 11:00:00,650.6666666666666
2004-01-01 11:15:00,673.3333333333334
2004-01-01 11:30:00,693.3333333333334
2004-01-01 11:45:00,698.6666666666666
2004-01-01 12:00:00,824.0
2004-01-01 12:15:00,880.0
2004-01-01 12:30:00,838.6666666666666
2004-01-01 12:45:00,842.6666666666666
2004-01-01 13:00:00,852.0
2004-01-01 13:15:00,889.3333333333334
2004-01-01 13:30:00,857.3333333333334
2004-01-01 13:45:00,853.3333333333334
2004-01-01 14:00:00,856.0
2004-01-01 14:15:00,828.0
2004-01-01 14:30:00,852.0
2004-01-01 14:45:00,818.6666666666666
2004-01-01 15:00:00,849.3333333333334
2004-01-01 15:15:00,838.6666666666666
2004-01-01 15:30:00,885.3333333333334
2004-01-01 15:45:00,974.6666666666666
2004-01-01 16:00:00,886.6666666666666
2004-01-01 16:15:00,866.6666666666666
2004-01-01 16:30:00,898.6666666666666
2004-01-01 16:45:00,820.0
2004-01-01 17:00:00,793.3333333333334
2004-01-01 17:15:00,664.0
2004-01-01 17:30:00,728.0
2004-01-01 17:45:00,752.0
2004-01-01 18:00:00,654.6666666666666
2004-01-01 18:15:00,636.0
2004-01-01 18:30:00,633.3333333333334
2004-01-01 18:45:00,610.6666666666666
2004-01-01 19:00:00,576.0
2004-01-01 19:15:00,578.6666666666666
2004-01-01 19:30:00,598.6666666666666
2004-01-01 19:45:00,554.6666666666666
2004-01-01 20:00:00,549.3333333333334
2004-01-01 20:15:00,520.0
2004-01-01 20:30:00,452.0
2004-01-01 20:45:00,500.0
2004-01-01 21:00:00,422.6666666666667
2004-01-01 21:15:00,389.3333333333333
2004-01-01 21:30:00,432.0
2004-01-01 21:45:00,448.0
2004-01-01 22:00:00,409.3333333333333
2004-01-01 22:15:00,344.0
2004-01-01 22:30:00,307.33333333333337
2004-01-01 22:45:00,270.6666666666667
2004-01-01 23:00:00,261.3333333333333
2004-01-01 23:15:00,262.6666666666667
2004-01-01 23:30:00,224.0
2004-01-01 23:45:00,218.66666666666666
2004-01-02 00:00:00,222.66666666666666
2004-01-02 00:15:00,192.0
2004-01-02 00:30:00,145.33333333333334
2004-01-02 00:45:00,116.0
2004-01-02 01:00:00,144.0
2004-01-02 01:15:00,133.33333333333334
2004-01-02 01:30:00,116.0
2004-01-02 01:45:00,93.33333333333333
2004-01-02 02:00:00,96.0
2004-01-02 02:15:00,62.666666666666664
2004-01-02 02:30:00,82.66666666666667
2004-01-02 02:45:00,56.0
2004-01-02 03:00:00,98.66666666666667
2004-01-02 03:15:00,52.0
2004-01-02 03:30:00,88.0
2004-01-02 03:45:00,74.66666666666667
2004-01-02 04:00:00,62.666666666666664
2004-01-02 04:15:00,60.0
2004-01-02 04:30:00,78.66666666666667
2004-01-02 04:45:00,120.0
2004-01-02 05:00:00,129.33333333333334
2004-01-02 05:15:00,184.0
2004-01-02 05:30:00,200.0
2004-01-02 05:45:00,170.66666666666666
2004-01-02 06:00:00,252.0
2004-01-02 06:15:00,313.3333333333333
2004-01-02 06:30:00,329.3333333333333
2004-01-02 06:45:00,446.6666666666667
2004-01-02 07:00:00,406.6666666666667
2004-01-02 07:15:00,464.0
2004-01-02 07:30:00,513.3333333333334
2004-01-02 07:45:00,620.0
2004-01-02 08:00:00,621.3333333333333
2004-01-02 08:15:00,622.6666666666666
2004-01-02 08:30:00,604.0
2004-01-02 08:45:00,665.3333333333334
2004-01-02 09:00:00,673.3333333333334
2004-01-02 09:15:00,690.6666666666666
2004-01-02 09:30:00,758.6666666666666
2004-01-02 09:45:00,852.0
2004-01-02 10:00:00,886.6666666666666
2004-01-02 10:15:00,901.3333333333334
2004-01-02 10:30:00,926.6666666666666
2004-01-02 10:45:00,1012.0
2004-01-02 11:00:00,1016.0
2004-01-02 11:15:00,1092.0
2004-01-02 11:30:00,1098.6666666666667
2004-01-02 11:45:00,1050.6666666666667
2004-01-02 12:00:00,1001.3333333333334
2004-01-02 12:15:00,1066.6666666666667
2004-01-02 12:30:00,1181.3333333333333
2004-01-02 12:45:00,1245.3333333333333
2004-01-02 13:00:00,1189.3333333333333
2004-01-02 13:15:00,1289.3333333333333
2004-01-02 13:30:00,1220.0
2004-01-02 13:45:00,1300.0
2004-01-02 14:00:00,1300.0
2004-01-02 14:15:00,1418.6666666666667
2004-01-02 14:30:00,1466.6666666666667
2004-01-02 14:45:00,1477.3333333333333
2004-01-02 15:00:00,1582.6666666666667
2004-01-02 15:15:00,1620.0
2004-01-02 15:30:00,1677.3333333333333
2004-01-02 15:45:00,1704.0
2004-01-02 16:00:00,1512.0
2004-01-02 16:15:00,1592.0
2004-01-02 16:30:00,1633.3333333333333
2004-01-02 16:45:00,1537.3333333333333
2004-01-02 17:00:00,1525.3333333333333
2004-01-02 17:15:00,1585.3333333333333
2004-01-02 17:30:00,1590.6666666666667
2004-01-02 17:45:00,1648.0
2004-01-02 18:00:00,1442.6666666666667
2004-01-02 18:15:00,1344.0
2004-01-02 18:30:00,1280.0
2004-01-02 18:45:00,1172.0
2004-01-02 19:00:00,1042.6666666666667
2004-01-02 19:15:00,990.6666666666666
2004-01-02 19:30:00,977.3333333333334
2004-01-02 19:45:00,849.3333333333334
2004-01-02 20:00:00,836.0
2004-01-02 20:15:00,833.3333333333334
2004-01-02 20:30:00,796.0
2004-01-02 20:45:00,690.6666666666666
2004-01-02 21:00:00,704.0
2004-01-02 21:15:00,668.0
2004-01-02 21:30:00,637.3333333333334
2004-01-02 21:45:00,668.0
2004-01-02 22:00:00,565.3333333333334
2004-01-02 22:15:00,604.0
2004-01-02 22:30:00,569.3333333333334
2004-01-02 22:45:00,542.6666666666666
2004-01-02 23:00:00,477.3333333333333
2004-01-02 23:15:00,446.6666666666667
2004-01-02 23:30:00,422.6666666666667
2004-01-02 23:45:00,397.3333333333333
2004-01-03 00:00:00,360.0
2004-01-03 00:15:00,298.6666666666667
2004-01-03 00:30:00,281.3333333333333
2004-01-03 00:45:00,272.0
2004-01-03 01:00:00,241.33333333333334
2004-01-03 01:15:00,225.33333333333334
2004-01-03 01:30:00,148.0
2004-01-03 01:45:00,180.0
2004-01-03 02:00:00,133.33333333333334
2004-01-03 02:15:00,153.33333333333334
2004-01-03 02:30:00,148.0
2004-01-03 02:45:00,109.33333333333333
2004-01-03 03:00:00,126.66666666666667
2004-01-03 03:15:00,96.0
2004-01-03 03:30:00,85.33333333333333
2004-01-03 03:45:00,76.0
2004-01-03 04:00:00,137.33333333333334
2004-01-03 04:15:00,126.66666666666667
2004-01-03 04:30:00,108.0
2004-01-03 04:45:00,85.33333333333333
2004-01-03 05:00:00,117.33333333333333
2004-01-03 05:15:00,113.33333333333333
2004-01-03 05:30:00,144.0
2004-01-03 05:45:00,140.0
2004-01-03 06:00:00,180.0
2004-01-03 06:15:00,213.33333333333334
2004-01-03 06:30:00,260.0
2004-01-03 06:45:00,298.6666666666667
2004-01-03 07:00:00,288.0
2004-01-03 07:15:00,346.6666666666667
2004-01-03 07:30:00,458.6666666666667
2004-01-03 07:45:00,437.3333333333333
2004-01-03 08:00:00,469.3333333333333
2004-01-03 08:15:00,530.6666666666666
2004-01-03 08:30:00,561.3333333333334
2004-01-03 08:45:00,564.0
2004-01-03 09:00:00,594.6666666666666
2004-01-03 09:15:00,606.6666666666666
2004-01-03 09:30:00,762.6666666666666
2004-01-03 09:45:00,810.6666666666666
2004-01-03 10:00:00,892.0
2004-01-03 10:15:00,894.6666666666666
2004-01-03 10:30:00,962.6666666666666
2004-01-03 10:45:00,1069.3333333333333
2004-01-03 11:00:00,1002.6666666666666
2004-01-03 11:15:00,1050.6666666666667
2004-01-03 11:30:00,1024.0
2004-01-03 11:45:00,1060.0
2004-01-03 12:00:00,1104.0
2004-01-03 12:15:00,1093.3333333333333
2004-01-03 12:30:00,1134.6666666666667
2004-01-03 12:45:00,1242.6666666666667
2004-01-03 13:00:00,1194.6666666666667
2004-01-03 13:15:00,1153.3333333333333
2004-01-03 13:30:00,1114.6666666666667
2004-01-03 13:45:00,1170.6666666666667
2004-01-03 14:00:00,1085.3333333333333
2004-01-03 14:15:00,1172.0
2004-01-03 14:30:00,1214.6666666666667
2004-01-03 14:45:00,1185.3333333333333
2004-01-03 15:00:00,1150.6666666666667
2004-01-03 15:15:00,1082.6666666666667
2004-01-03 15:30:00,1240.0
2004-01-03 15:45:00,1100.0
2004-01-03 16:00:00,1168.0
2004-01-03 16:15:00,1144.0
2004-01-03 16:30:00,1069.3333333333333
2004-01-03 16:45:00,1080.0
2004-01-03 17:00:00,1205.3333333333333
2004-01-03 17:15:00,1161.3333333333333
2004-01-03 17:30:00,1122.6666666666667
2004-01-03 17:45:00,1100.0
2004-01-03 18:00:00,1025.3333333333333
2004-01-03 18:15:00,969.3333333333334
2004-01-03 18:30:00,986.6666666666666
2004-01-03 18:45:00,949.3333333333334
2004-01-03 19:00:00,786.6666666666666
2004-01-03 19:15:00,777.3333333333334
2004-01-03 19:30:00,857.3333333333334
2004-01-03 19:45:00,750.6666666666666
2004-01-03 20:00:00,769.3333333333334
2004-01-03 20:15:00,697.3333333333334
2004-01-03 20:30:00,789.3333333333334
2004-01-03 20:45:00,688.0
2004-01-03 21:00:00,701.3333333333334
2004-01-03 21:15:00,609.3333333333334
2004-01-03 21:30:00,572.0
2004-01-03 21:45:00,548.0
2004-01-03 22:00:00,577.3333333333334
2004-01-03 22:15:00,554.6666666666666
2004-01-03 22:30:00,562.6666666666666
2004-01-03 22:45:00,474.6666666666667
2004-01-03 23:00:00,418.6666666666667
2004-01-03 23:15:00,414.6666666666667
2004-01-03 23:30:00,486.6666666666667
2004-01-03 23:45:00,464.0
2004-01-04 00:00:00,349.3333333333333
2004-01-04 00:15:00,304.0
2004-01-04 00:30:00,326.6666666666667
2004-01-04 00:45:00,280.0
2004-01-04 01:00:00,190.66666666666666
2004-01-04 01:15:00,200.0
2004-01-04 01:30:00,185.33333333333334
2004-01-04 01:45:00,144.0
2004-01-04 02:00:00,181.33333333333334
2004-01-04 02:15:00,158.66666666666666
2004-01-04 02:30:00,137.33333333333334
2004-01-04 02:45:00,146.66666666666666
2004-01-04 03:00:00,92.0
2004-01-04 03:15:00,116.0
2004-01-04 03:30:00,74.66666666666667
2004-01-04 03:45:00,78.66666666666667
2004-01-04 04:00:00,85.33333333333333
2004-01-04 04:15:00,82.66666666666667
2004-01-04 04:30:00,96.0
2004-01-04 04:45:00,77.33333333333333
2004-01-04 05:00:00,48.0
2004-01-04 05:15:00,88.0
2004-01-04 05:30:00,84.0
2004-01-04 05:45:00,86.66666666666667
2004-01-04 06:00:00,120.0
2004-01-04 06:15:00,128.0
2004-01-04 06:30:00,134.66666666666666
2004-01-04 06:45:00,194.66666666666666
2004-01-04 07:00:00,194.66666666666666
2004-01-04 07:15:00,225.33333333333334
2004-01-04 07:30:00,281.3333333333333
2004-01-04 07:45:00,281.3333333333333
2004-01-04 08:00:00,289.3333333333333
2004-01-04 08:15:00,349.3333333333333
2004-01-04 08:30:00,354.6666666666667
2004-01-04 08:45:00,410.6666666666667
2004-01-04 09:00:00,342.6666666666667
2004-01-04 09:15:00,484.0
2004-01-04 09:30:00,534.6666666666666
2004-01-04 09:45:00,608.0
2004-01-04 10:00:00,594.6666666666666
2004-01-04 10:15:00,722.6666666666666
2004-01-04 10:30:00,709.3333333333334
