id,date,value,hour
12:9,2018-11-04,3205.0,13:30
3:9,2018-11-10,3886.0,07:15
3:9,2018-11-10,3467.0,07:30
3:9,2018-11-10,3002.0,07:45
3:9,2018-11-10,2446.0,08:45
3:9,2018-11-10,3391.0,09:00
3:9,2018-11-10,3720.0,09:15
3:9,2018-11-10,3694.0,09:30
3:9,2018-11-10,3417.0,09:45
3:9,2018-11-10,3028.0,10:00
3:9,2018-11-10,3028.0,10:15
3:9,2018-11-10,2971.0,13:00
3:9,2018-11-10,2741.0,13:15
3:9,2018-11-10,2391.0,13:30
3:9,2018-11-10,3111.0,13:45
3:9,2018-11-10,4555.0,14:00
3:9,2018-11-10,4100.0,14:15
3:9,2018-11-10,3906.0,14:30
3:9,2018-11-10,2227.0,14:45
3:9,2018-11-10,2181.0,16:00
3:9,2018-11-10,3555.0,16:15
3:9,2018-11-10,2823.0,16:30
3:9,2018-11-10,3567.0,16:45
3:9,2018-11-10,3519.0,17:00
3:9,2018-11-10,3385.0,17:15
3:9,2018-11-10,3409.0,17:30
3:9,2018-11-10,2875.0,17:45
3:9,2018-11-10,2150.0,18:45
3:9,2018-11-10,2696.0,19:00
3:9,2018-11-10,3516.0,19:15
3:9,2018-11-10,3696.0,19:30
3:9,2018-11-10,2867.0,19:45
3:9,2018-11-10,2805.0,20:00
3:9,2018-11-10,3177.0,20:15
3:9,2018-11-10,3203.0,20:30
3:9,2018-11-10,3514.0,20:45
3:9,2018-11-10,2066.0,21:00
3:9,2018-11-10,2534.0,21:30
3:9,2018-11-10,2210.0,22:00
3:9,2018-11-10,3296.0,22:15
3:9,2018-11-10,2840.0,23:15
12:9,2018-12-20,2014.0,09:30
12:9,2018-12-20,2441.0,09:45
12:20,2018-12-20,2033.0,19:30
3:3,2018-12-23,2084.0,13:00
3:5,2018-12-23,2066.0,16:30
3:9,2018-12-23,2247.0,07:45
3:9,2018-12-23,2569.0,08:00
3:9,2018-12-23,2474.0,08:15
3:9,2018-12-23,3280.0,08:30
3:9,2018-12-23,2467.0,08:45
3:9,2018-12-23,2049.0,11:00
3:9,2018-12-23,2838.0,11:15
3:9,2018-12-23,2200.0,11:30
3:9,2018-12-23,2460.0,13:00
3:9,2018-12-23,2766.0,13:15
3:9,2018-12-23,3048.0,13:30
3:9,2018-12-23,3251.0,15:00
3:9,2018-12-23,2950.0,15:15
3:9,2018-12-23,3708.0,15:30
3:9,2018-12-23,2869.0,15:45
7:6,2018-10-16,2190.0,17:30
12:4,2019-01-01,2127.0,01:45
12:9,2019-01-01,2051.0,17:15
21:4,2018-11-05,2489.0,06:45
21:4,2018-11-05,2026.0,08:30
21:4,2018-11-05,2149.0,11:15
21:4,2018-11-05,2201.0,12:30
21:4,2018-11-05,2219.0,17:00
21:4,2018-11-05,2386.0,17:30
5:7,2019-01-22,2285.0,09:30
21:21,2019-01-01,2080.0,07:30
21:21,2019-01-01,2041.0,18:45
21:24,2019-01-01,2224.0,04:30
21:4,2019-02-27,2045.0,09:15
21:4,2019-02-27,2055.0,14:00
21:21,2019-02-27,2077.0,07:15
21:21,2019-02-27,2345.0,08:00
21:21,2019-02-27,2168.0,10:00
21:21,2019-02-27,2159.0,18:00
3:9,2018-11-02,2043.0,07:15
3:9,2018-11-02,3448.0,07:30
3:9,2018-11-02,4148.0,07:45
3:9,2018-11-02,4029.0,08:00
3:9,2018-11-02,3759.0,08:15
3:9,2018-11-02,3001.0,08:30
3:9,2018-11-02,2472.0,08:45
3:9,2018-11-02,2870.0,09:45
3:9,2018-11-02,3862.0,10:00
3:9,2018-11-02,3383.0,10:15
3:9,2018-11-02,3422.0,10:30
3:9,2018-11-02,3397.0,10:45
3:9,2018-11-02,3172.0,11:00
3:9,2018-11-02,3295.0,11:15
3:9,2018-11-02,2969.0,11:30
3:9,2018-11-02,3833.0,11:45
3:9,2018-11-02,2013.0,12:15
3:9,2018-11-02,3182.0,12:45
3:9,2018-11-02,2643.0,13:00
3:9,2018-11-02,3186.0,13:45
3:9,2018-11-02,2904.0,14:00
3:9,2018-11-02,2742.0,15:15
3:9,2018-11-02,2544.0,15:30
3:9,2018-11-02,2695.0,15:45
3:9,2018-11-02,2279.0,16:45
3:9,2018-11-02,2401.0,17:00
3:9,2018-11-02,2663.0,17:30
3:9,2018-11-02,3047.0,19:00
3:9,2018-11-02,2639.0,19:15
3:9,2018-11-02,2140.0,19:45
3:9,2018-11-02,2933.0,20:15
3:9,2018-11-02,2423.0,21:30
3:9,2018-11-02,4226.0,21:45
3:9,2018-11-02,3984.0,22:00
3:9,2018-11-02,2778.0,22:15
3:9,2018-11-02,2182.0,23:30
3:24,2018-11-02,2234.0,10:00
21:4,2019-02-01,2314.0,17:30
21:4,2019-02-01,3577.0,20:15
21:12,2019-02-01,2731.0,20:15
21:21,2019-02-01,2683.0,14:00
21:21,2019-02-01,2306.0,14:15
21:21,2019-02-01,2228.0,19:00
21:21,2019-02-01,2961.0,20:15
21:21,2019-02-01,2586.0,21:00
21:22,2019-02-01,2340.0,14:00
21:24,2019-02-01,2627.0,18:15
21:24,2019-02-01,2169.0,20:15
21:24,2019-02-01,2280.0,21:00
21:4,2018-12-17,3868.0,11:00
21:4,2018-12-17,2299.0,18:30
21:21,2018-12-17,2528.0,07:15
21:21,2018-12-17,2544.0,11:00
21:21,2018-12-17,2225.0,13:00
21:21,2018-12-17,2295.0,18:30
21:22,2018-12-17,2085.0,11:00
21:24,2018-12-17,2329.0,11:30
21:24,2018-12-17,2296.0,17:15
21:4,2018-10-20,2186.0,14:30
21:4,2018-10-20,2442.0,14:45
21:4,2018-10-20,2012.0,19:30
21:21,2019-04-15,2314.0,17:30
12:3,2018-11-23,2200.0,12:00
12:9,2018-11-23,2700.0,15:00
3:9,2018-11-08,2072.0,07:00
3:9,2018-11-08,3444.0,07:15
3:9,2018-11-08,3242.0,07:30
3:9,2018-11-08,3178.0,07:45
3:9,2018-11-08,3529.0,08:00
3:9,2018-11-08,3606.0,08:15
3:9,2018-11-08,3465.0,08:30
3:9,2018-11-08,2711.0,09:30
3:9,2018-11-08,2515.0,09:45
3:9,2018-11-08,2201.0,10:00
3:9,2018-11-08,2925.0,10:15
3:9,2018-11-08,2019.0,10:45
3:9,2018-11-08,2081.0,11:00
3:9,2018-11-08,3101.0,12:45
3:9,2018-11-08,2637.0,15:15
3:9,2018-11-08,3407.0,15:30
3:9,2018-11-08,3029.0,21:45
3:9,2018-11-08,2945.0,22:30
3:9,2018-11-08,2215.0,22:45
2:6,2018-10-26,2223.0,18:45
21:4,2019-01-15,2102.0,12:45
21:4,2019-01-15,2043.0,16:45
21:4,2019-01-15,2561.0,18:30
21:21,2019-01-15,2702.0,10:15
21:21,2019-01-15,2121.0,14:00
21:21,2019-01-15,2234.0,16:00
21:4,2018-12-04,2296.0,10:15
21:4,2018-12-04,2084.0,11:15
21:4,2018-12-04,2321.0,14:30
21:4,2018-12-04,2301.0,17:00
21:21,2018-12-04,2044.0,07:00
21:21,2018-12-04,2193.0,09:30
21:21,2018-12-04,2075.0,10:15
21:21,2018-12-04,2245.0,11:30
21:21,2018-12-04,2197.0,13:00
21:21,2018-12-04,2460.0,15:45
21:21,2018-12-04,2059.0,17:30
3:5,2018-12-26,2388.0,07:30
3:5,2018-12-26,2046.0,13:30
3:9,2018-12-26,2353.0,08:15
3:9,2018-12-26,3806.0,08:30
3:9,2018-12-26,3803.0,08:45
3:9,2018-12-26,4399.0,09:45
3:9,2018-12-26,3833.0,10:00
3:9,2018-12-26,3391.0,10:30
3:9,2018-12-26,3736.0,10:45
3:9,2018-12-26,2358.0,11:15
3:9,2018-12-26,2068.0,11:30
3:9,2018-12-26,2113.0,12:30
3:9,2018-12-26,2478.0,12:45
3:9,2018-12-26,2614.0,13:00
3:9,2018-12-26,2527.0,13:45
3:9,2018-12-26,3652.0,14:00
3:9,2018-12-26,2169.0,14:15
3:9,2018-12-26,2164.0,16:15
3:9,2018-12-26,2212.0,16:45
3:9,2018-12-26,2986.0,17:00
3:9,2018-12-26,2339.0,17:15
3:9,2018-12-26,3060.0,18:15
3:9,2018-12-26,3488.0,18:30
3:9,2018-12-26,2233.0,18:45
3:9,2018-12-26,2821.0,19:00
3:9,2018-12-26,3262.0,19:15
3:9,2018-12-26,3774.0,19:30
3:9,2018-12-26,3099.0,19:45
3:9,2018-12-26,3895.0,20:00
3:9,2018-12-26,3708.0,20:15
3:9,2018-12-26,3624.0,20:30
3:9,2018-12-26,3202.0,20:45
3:9,2018-12-26,2275.0,21:00
3:9,2018-12-26,2051.0,21:30
3:9,2018-12-26,2196.0,21:45
3:9,2018-12-26,2371.0,22:15
3:9,2018-12-26,2234.0,22:30
3:9,2018-12-26,2438.0,23:45
3:14,2018-12-26,2144.0,15:00
12:3,2019-03-15,2982.0,14:15
12:9,2019-03-15,2303.0,08:30
12:9,2019-03-15,2583.0,17:30
12:9,2019-03-15,2048.0,18:45
3:9,2018-11-16,3032.0,07:00
3:9,2018-11-16,4400.0,07:15
3:9,2018-11-16,3348.0,07:30
3:9,2018-11-16,2152.0,07:45
3:9,2018-11-16,2113.0,08:30
3:9,2018-11-16,2623.0,08:45
3:9,2018-11-16,3663.0,09:00
3:9,2018-11-16,2818.0,09:15
3:9,2018-11-16,3539.0,09:30
3:9,2018-11-16,3657.0,09:45
3:9,2018-11-16,3012.0,10:00
3:9,2018-11-16,3204.0,10:15
3:9,2018-11-16,3597.0,10:30
3:9,2018-11-16,2971.0,10:45
3:9,2018-11-16,2709.0,11:00
3:9,2018-11-16,3536.0,11:15
3:9,2018-11-16,3334.0,11:30
3:9,2018-11-16,3989.0,11:45
3:9,2018-11-16,3087.0,14:15
3:9,2018-11-16,3563.0,14:30
3:9,2018-11-16,2016.0,15:15
3:9,2018-11-16,2988.0,15:30
3:9,2018-11-16,2271.0,16:45
3:9,2018-11-16,2325.0,18:00
3:9,2018-11-16,2114.0,20:15
3:9,2018-11-16,2230.0,20:45
3:9,2018-11-16,3065.0,21:15
3:9,2018-11-16,3229.0,21:30
3:9,2018-11-16,3355.0,21:45
3:9,2018-11-16,2035.0,22:45
3:24,2018-11-16,2110.0,12:30
12:9,2019-02-02,2110.0,19:45
5:9,2019-02-27,2465.0,18:30
3:1,2019-01-22,2227.0,15:00
3:5,2019-01-22,2003.0,18:30
3:5,2019-01-22,2172.0,20:15
3:5,2019-01-22,2184.0,20:30
3:5,2019-01-22,2338.0,23:30
3:9,2019-01-22,2077.0,07:30
3:9,2019-01-22,3718.0,07:45
3:9,2019-01-22,3762.0,08:00
3:9,2019-01-22,3625.0,08:15
3:9,2019-01-22,3396.0,08:30
3:9,2019-01-22,2812.0,08:45
3:9,2019-01-22,2460.0,18:30
3:9,2019-01-22,2978.0,18:45
3:9,2019-01-22,3358.0,19:00
3:9,2019-01-22,3138.0,19:15
3:9,2019-01-22,2030.0,19:30
3:9,2019-01-22,2659.0,20:30
3:9,2019-01-22,3300.0,20:45
3:9,2019-01-22,3745.0,21:00
3:9,2019-01-22,3721.0,21:15
3:9,2019-01-22,3020.0,21:30
3:9,2019-01-22,3277.0,21:45
3:9,2019-01-22,3261.0,22:00
3:9,2019-01-22,3094.0,22:15
3:9,2019-01-22,3813.0,22:30
3:9,2019-01-22,3898.0,22:45
3:9,2019-01-22,3818.0,23:00
3:9,2019-01-22,3112.0,23:15
3:9,2019-01-22,3578.0,23:30
3:9,2019-01-22,3136.0,23:45
3:14,2019-01-22,2188.0,08:15
3:24,2019-01-22,2198.0,08:30
3:24,2019-01-22,2255.0,15:45
21:4,2018-12-27,2080.0,08:15
21:4,2018-12-27,2030.0,09:30
21:4,2018-12-27,2119.0,14:45
21:21,2018-12-27,2078.0,09:45
21:21,2018-12-27,2300.0,12:45
21:21,2018-12-27,2311.0,15:00
21:21,2018-12-27,2546.0,15:15
3:1,2018-11-27,2261.0,16:15
3:3,2018-11-27,2268.0,15:45
3:9,2018-11-27,2505.0,00:30
3:9,2018-11-27,2733.0,01:15
3:9,2018-11-27,2928.0,07:30
3:9,2018-11-27,3760.0,07:45
3:9,2018-11-27,4026.0,08:00
3:9,2018-11-27,3038.0,08:15
3:9,2018-11-27,2000.0,08:30
3:9,2018-11-27,2113.0,09:00
3:9,2018-11-27,2914.0,09:15
3:9,2018-11-27,3635.0,09:30
3:9,2018-11-27,2711.0,09:45
3:9,2018-11-27,3413.0,10:00
3:9,2018-11-27,2213.0,10:15
3:9,2018-11-27,3408.0,10:30
3:9,2018-11-27,3522.0,10:45
3:9,2018-11-27,2953.0,11:00
3:9,2018-11-27,2943.0,11:15
3:9,2018-11-27,3976.0,11:30
3:9,2018-11-27,3585.0,11:45
3:9,2018-11-27,2355.0,14:00
3:9,2018-11-27,3842.0,14:15
3:9,2018-11-27,2824.0,14:30
3:9,2018-11-27,3370.0,15:15
3:9,2018-11-27,3360.0,15:30
3:9,2018-11-27,2421.0,15:45
3:9,2018-11-27,2478.0,18:15
3:9,2018-11-27,3765.0,18:30
3:9,2018-11-27,3477.0,18:45
3:9,2018-11-27,3486.0,19:00
3:9,2018-11-27,3980.0,19:15
3:9,2018-11-27,3860.0,19:30
3:9,2018-11-27,4244.0,19:45
3:9,2018-11-27,3116.0,20:00
3:9,2018-11-27,2128.0,20:30
3:9,2018-11-27,2183.0,20:45
3:9,2018-11-27,2386.0,21:00
3:9,2018-11-27,2117.0,21:30
3:9,2018-11-27,2285.0,22:30
3:9,2018-11-27,2098.0,22:45
3:24,2018-11-27,2049.0,07:15
3:24,2018-11-27,2062.0,08:00
3:24,2018-11-27,2262.0,09:30
3:24,2018-11-27,2151.0,11:45
3:24,2018-11-27,2001.0,13:00
3:24,2018-11-27,2985.0,19:45
3:1,2018-12-14,2300.0,17:15
3:1,2018-12-14,2490.0,19:45
3:3,2018-12-14,2044.0,13:15
3:5,2018-12-14,2214.0,07:00
3:5,2018-12-14,2183.0,07:30
3:9,2018-12-14,2945.0,01:00
3:9,2018-12-14,2519.0,01:30
3:9,2018-12-14,3282.0,02:15
3:9,2018-12-14,4064.0,02:30
3:9,2018-12-14,2891.0,02:45
3:9,2018-12-14,2512.0,04:30
3:9,2018-12-14,3364.0,04:45
3:9,2018-12-14,2511.0,05:00
3:9,2018-12-14,3450.0,06:45
3:9,2018-12-14,4173.0,07:00
3:9,2018-12-14,4064.0,07:15
3:9,2018-12-14,4038.0,07:30
3:9,2018-12-14,3791.0,07:45
3:9,2018-12-14,3071.0,08:00
3:9,2018-12-14,2901.0,12:30
3:9,2018-12-14,3506.0,13:00
3:9,2018-12-14,3462.0,13:15
3:9,2018-12-14,2297.0,15:15
3:9,2018-12-14,3501.0,15:30
3:9,2018-12-14,4011.0,18:00
3:9,2018-12-14,3002.0,18:30
3:9,2018-12-14,2632.0,18:45
3:9,2018-12-14,2231.0,19:00
3:9,2018-12-14,2507.0,19:15
3:9,2018-12-14,3151.0,19:45
3:9,2018-12-14,3093.0,20:00
3:9,2018-12-14,2576.0,21:45
3:9,2018-12-14,2484.0,22:00
3:9,2018-12-14,3090.0,22:15
3:9,2018-12-14,2937.0,22:30
3:9,2018-12-14,2406.0,22:45
3:9,2018-12-14,2033.0,23:15
3:9,2018-12-14,3867.0,23:30
3:9,2018-12-14,3063.0,23:45
3:14,2018-12-14,2182.0,17:15
3:23,2018-12-14,2229.0,19:45
3:24,2018-12-14,2063.0,07:30
3:24,2018-12-14,2577.0,13:00
3:24,2018-12-14,2021.0,13:30
3:24,2018-12-14,2376.0,19:45
3:24,2018-12-14,2033.0,20:15
10:9,2018-12-25,2012.0,18:45
21:4,2018-11-02,2234.0,10:00
12:3,2019-03-25,2270.0,18:15
12:3,2019-03-25,2462.0,18:30
12:9,2019-03-25,2051.0,18:15
12:9,2019-03-22,2234.0,14:15
12:9,2019-03-22,2000.0,15:00
12:3,2019-03-11,2426.0,18:45
12:9,2019-03-11,2083.0,10:00
12:9,2019-03-11,2055.0,10:30
12:9,2019-03-11,2202.0,15:30
12:9,2019-03-11,2398.0,18:45
12:14,2019-03-11,2188.0,15:15
21:4,2018-12-10,2289.0,11:30
21:4,2018-12-10,2079.0,15:45
21:24,2018-12-10,2027.0,16:45
21:21,2019-03-02,2019.0,08:30
21:21,2019-03-02,2165.0,11:30
21:21,2019-03-02,3308.0,11:45
3:3,2018-11-06,2107.0,18:15
3:9,2018-11-06,2645.0,07:00
3:9,2018-11-06,2362.0,07:15
3:9,2018-11-06,2770.0,07:30
3:9,2018-11-06,3074.0,07:45
3:9,2018-11-06,3159.0,08:00
3:9,2018-11-06,3848.0,08:15
3:9,2018-11-06,3045.0,08:30
3:9,2018-11-06,3542.0,08:45
3:9,2018-11-06,3381.0,11:15
3:9,2018-11-06,3663.0,11:30
3:9,2018-11-06,2925.0,11:45
3:9,2018-11-06,2328.0,12:15
3:9,2018-11-06,3192.0,12:45
3:9,2018-11-06,3084.0,13:00
3:9,2018-11-06,2842.0,13:15
3:9,2018-11-06,3279.0,13:45
3:9,2018-11-06,2498.0,14:00
3:9,2018-11-06,2289.0,14:45
3:9,2018-11-06,3489.0,15:00
3:9,2018-11-06,3044.0,16:00
3:9,2018-11-06,2336.0,16:15
3:9,2018-11-06,2618.0,16:30
3:9,2018-11-06,2580.0,17:00
3:9,2018-11-06,3355.0,17:15
3:9,2018-11-06,3119.0,17:30
3:9,2018-11-06,2020.0,17:45
3:9,2018-11-06,2972.0,18:15
3:9,2018-11-06,2263.0,18:30
3:9,2018-11-06,3035.0,18:45
3:9,2018-11-06,2678.0,19:00
3:9,2018-11-06,2014.0,19:15
3:9,2018-11-06,2383.0,19:30
3:9,2018-11-06,2145.0,19:45
3:9,2018-11-06,2494.0,20:00
3:9,2018-11-06,3493.0,20:15
3:9,2018-11-06,3518.0,20:30
3:9,2018-11-06,2598.0,21:30
3:9,2018-11-06,2785.0,21:45
3:9,2018-11-06,3409.0,22:00
3:9,2018-11-06,4059.0,22:15
3:9,2018-11-06,3819.0,22:30
3:9,2018-11-06,3779.0,22:45
3:9,2018-11-06,3797.0,23:00
3:24,2018-11-06,2055.0,19:00
21:21,2019-03-15,2049.0,13:30
21:21,2019-03-15,2194.0,17:00
21:24,2019-03-15,2548.0,14:15
21:4,2019-01-17,2061.0,08:45
21:4,2019-01-17,2133.0,20:15
21:21,2019-01-17,2579.0,07:15
21:21,2019-01-17,2078.0,08:00
21:21,2019-01-17,2363.0,09:00
21:21,2019-01-17,2363.0,09:30
21:21,2019-01-17,2126.0,09:45
21:21,2019-01-17,2215.0,19:00
21:21,2019-01-17,2052.0,20:15
21:24,2019-01-17,2749.0,09:15
21:24,2019-01-17,2366.0,19:00
12:3,2018-11-15,2446.0,09:00
10:9,2019-01-27,2106.0,17:45
10:4,2019-02-24,2204.0,19:15
21:4,2019-01-04,2286.0,10:45
21:21,2019-01-04,2566.0,10:30
21:21,2019-01-04,2087.0,10:45
21:21,2019-01-04,2166.0,20:30
21:4,2019-02-03,2307.0,13:00
21:4,2019-02-03,2445.0,18:30
21:21,2019-02-03,2333.0,13:00
21:21,2019-02-03,2074.0,18:30
21:21,2019-02-03,2556.0,20:00
21:21,2019-02-03,2006.0,20:30
21:24,2019-02-03,2574.0,16:45
12:4,2019-01-07,2127.0,09:30
12:9,2019-01-07,2321.0,09:30
12:9,2019-01-07,2237.0,10:30
12:9,2019-01-07,2499.0,17:00
12:9,2019-01-07,2357.0,19:00
12:9,2019-01-07,2149.0,19:15
12:20,2019-01-07,2101.0,14:00
21:4,2019-01-23,2006.0,07:45
21:4,2019-01-23,2064.0,10:45
21:4,2019-01-23,2105.0,16:30
21:4,2019-01-23,2261.0,19:00
21:21,2019-01-23,2036.0,06:30
21:21,2019-01-23,2060.0,07:45
21:21,2019-01-23,2126.0,08:00
21:21,2019-01-23,2895.0,09:30
21:21,2019-01-23,2011.0,11:00
21:24,2019-01-23,2198.0,09:30
3:5,2018-10-13,2194.0,00:15
3:9,2018-10-13,2537.0,02:00
3:9,2018-10-13,2881.0,07:45
3:9,2018-10-13,2485.0,08:00
3:9,2018-10-13,2197.0,08:45
3:9,2018-10-13,2348.0,09:15
3:9,2018-10-13,3001.0,09:30
3:9,2018-10-13,2775.0,09:45
3:9,2018-10-13,2130.0,10:15
3:9,2018-10-13,2832.0,10:30
3:9,2018-10-13,2489.0,11:00
3:9,2018-10-13,3093.0,11:15
3:9,2018-10-13,3158.0,11:30
3:9,2018-10-13,2200.0,11:45
3:9,2018-10-13,2031.0,12:00
3:9,2018-10-13,3039.0,12:15
3:9,2018-10-13,2020.0,12:30
3:9,2018-10-13,2355.0,12:45
3:9,2018-10-13,3283.0,14:30
3:9,2018-10-13,2988.0,15:30
3:9,2018-10-13,3096.0,15:45
3:9,2018-10-13,3737.0,16:15
3:9,2018-10-13,2174.0,18:15
3:9,2018-10-13,2234.0,19:00
3:9,2018-10-13,2010.0,19:15
3:9,2018-10-13,2722.0,19:30
3:9,2018-10-13,2653.0,19:45
3:9,2018-10-13,2813.0,20:30
3:9,2018-10-13,3663.0,20:45
3:9,2018-10-13,2081.0,22:45
3:13,2018-10-13,2541.0,01:00
3:13,2018-10-13,2386.0,03:00
3:13,2018-10-13,2109.0,03:30
3:13,2018-10-13,2329.0,04:00
3:13,2018-10-13,2284.0,23:30
3:24,2018-10-13,2856.0,19:15
12:3,2018-12-21,2471.0,19:30
12:9,2018-12-21,2989.0,10:45
12:9,2018-12-21,2005.0,11:00
12:9,2018-12-21,2234.0,13:00
3:3,2018-12-24,2192.0,11:15
3:9,2018-12-24,3459.0,08:30
3:9,2018-12-24,3784.0,08:45
3:9,2018-12-24,2784.0,09:00
3:9,2018-12-24,3231.0,09:15
3:9,2018-12-24,3090.0,09:45
3:9,2018-12-24,2048.0,10:00
3:9,2018-12-24,2220.0,10:15
3:9,2018-12-24,4477.0,10:30
3:9,2018-12-24,3104.0,10:45
3:9,2018-12-24,2737.0,11:15
3:9,2018-12-24,2300.0,12:45
3:9,2018-12-24,3951.0,13:15
3:9,2018-12-24,3513.0,13:30
3:9,2018-12-24,2622.0,13:45
3:9,2018-12-24,2062.0,14:00
3:9,2018-12-24,2672.0,14:45
3:9,2018-12-24,2293.0,17:15
3:9,2018-10-14,2572.0,08:30
3:9,2018-10-14,2847.0,08:45
3:9,2018-10-14,2893.0,09:00
3:9,2018-10-14,3597.0,09:15
3:9,2018-10-14,3702.0,09:30
3:9,2018-10-14,3168.0,09:45
3:9,2018-10-14,3345.0,10:00
3:9,2018-10-14,2794.0,11:15
3:9,2018-10-14,3888.0,11:30
3:9,2018-10-14,3578.0,11:45
3:9,2018-10-14,3118.0,12:00
3:9,2018-10-14,2532.0,12:15
3:9,2018-10-14,2528.0,13:30
3:9,2018-10-14,2519.0,14:00
3:9,2018-10-14,2922.0,15:00
3:9,2018-10-14,3425.0,15:15
3:9,2018-10-14,2345.0,19:30
3:9,2018-10-14,3370.0,20:30
3:9,2018-10-14,2121.0,20:45
3:9,2018-10-14,2597.0,22:00
3:9,2018-10-14,2027.0,22:30
3:24,2018-10-14,2398.0,16:45
21:4,2019-01-05,2468.0,16:15
21:4,2019-01-05,2012.0,17:00
21:4,2019-01-05,2763.0,19:45
21:21,2019-01-05,2505.0,11:30
21:21,2019-01-05,2150.0,13:15
21:21,2019-01-05,2161.0,14:15
21:21,2019-01-05,2406.0,15:15
21:21,2019-01-05,2396.0,17:00
21:21,2019-01-05,2040.0,19:30
21:4,2018-11-06,2055.0,19:00
21:4,2019-04-05,2054.0,14:30
21:4,2019-04-05,2057.0,14:45
21:4,2019-04-05,2044.0,15:00
21:4,2019-04-05,2801.0,15:15
21:21,2019-04-05,2564.0,14:15
21:21,2019-04-05,2028.0,15:15
21:21,2019-04-05,2002.0,16:30
21:21,2019-04-05,2025.0,16:45
21:21,2019-04-05,2585.0,18:00
21:24,2019-04-05,2150.0,18:00
12:3,2019-01-06,2123.0,16:00
12:9,2019-01-06,2161.0,17:45
12:14,2019-01-06,2201.0,17:45
12:20,2019-01-06,2343.0,17:45
12:9,2018-11-02,2171.0,15:45
12:9,2018-11-02,2459.0,21:45
21:4,2018-12-16,2232.0,12:30
21:21,2018-12-16,2150.0,07:30
21:21,2018-12-16,2572.0,19:15
21:4,2018-11-19,2237.0,09:00
21:4,2018-11-19,2186.0,16:30
21:21,2018-11-19,2257.0,09:15
21:4,2018-11-24,2025.0,13:45
21:4,2018-11-24,2056.0,15:30
21:21,2018-11-24,2259.0,15:45
21:21,2018-11-24,2181.0,19:45
21:24,2018-11-24,2156.0,18:30
12:9,2019-04-08,2863.0,07:45
3:1,2019-01-09,2006.0,17:15
3:3,2019-01-09,2023.0,00:00
3:3,2019-01-09,2224.0,10:00
3:5,2019-01-09,2142.0,16:30
3:5,2019-01-09,2373.0,17:15
3:5,2019-01-09,2219.0,22:30
3:5,2019-01-09,2018.0,22:45
3:5,2019-01-09,2014.0,23:00
3:9,2019-01-09,2412.0,07:00
3:9,2019-01-09,2109.0,07:30
3:9,2019-01-09,3751.0,07:45
3:9,2019-01-09,3467.0,08:00
3:9,2019-01-09,2854.0,08:15
3:9,2019-01-09,2153.0,08:30
3:9,2019-01-09,2582.0,09:30
3:9,2019-01-09,3910.0,09:45
3:9,2019-01-09,3178.0,10:00
3:9,2019-01-09,2404.0,10:15
3:9,2019-01-09,3283.0,10:30
3:9,2019-01-09,2117.0,10:45
3:9,2019-01-09,3584.0,11:30
3:9,2019-01-09,2966.0,11:45
3:9,2019-01-09,2262.0,12:45
3:9,2019-01-09,2525.0,13:00
3:9,2019-01-09,2452.0,14:00
3:9,2019-01-09,2119.0,14:15
3:9,2019-01-09,3310.0,16:30
3:9,2019-01-09,3723.0,16:45
3:9,2019-01-09,3711.0,17:00
3:9,2019-01-09,2956.0,17:15
3:9,2019-01-09,2347.0,18:00
3:9,2019-01-09,2277.0,19:30
3:9,2019-01-09,2854.0,20:00
3:9,2019-01-09,2337.0,20:15
3:9,2019-01-09,2415.0,22:45
3:14,2019-01-09,2174.0,14:45
21:4,2019-02-18,2031.0,08:00
21:4,2019-02-18,2860.0,18:00
21:21,2019-02-18,2474.0,07:15
21:21,2019-02-18,2166.0,09:45
21:21,2019-02-18,2339.0,10:15
21:21,2019-02-18,2149.0,18:00
7:12,2019-04-04,2019.0,17:30
2:20,2019-02-26,2125.0,14:15
2:3,2019-04-04,2146.0,18:15
21:4,2018-10-11,2240.0,08:45
21:4,2018-10-11,2071.0,13:00
21:4,2018-10-11,2362.0,13:30
21:4,2018-10-11,2732.0,17:15
21:4,2018-10-11,2175.0,17:45
21:4,2018-10-11,2014.0,18:00
21:21,2018-10-11,2050.0,13:30
21:21,2018-10-11,2210.0,16:30
21:21,2018-10-11,2004.0,17:30
21:21,2018-10-11,2670.0,18:00
3:3,2019-03-12,2043.0,10:30
3:3,2019-03-12,2601.0,16:45
3:9,2019-03-12,2170.0,06:45
3:9,2019-03-12,3424.0,07:00
3:9,2019-03-12,3313.0,07:15
3:9,2019-03-12,3002.0,08:00
3:9,2019-03-12,3721.0,08:15
3:9,2019-03-12,2303.0,08:30
3:9,2019-03-12,2460.0,08:45
3:9,2019-03-12,3026.0,09:00
3:9,2019-03-12,3217.0,12:45
3:9,2019-03-12,2854.0,13:00
3:9,2019-03-12,2551.0,13:15
3:9,2019-03-12,3656.0,13:45
3:9,2019-03-12,2927.0,14:00
3:9,2019-03-12,2705.0,19:00
3:9,2019-03-12,2472.0,19:15
3:9,2019-03-12,2086.0,19:30
3:9,2019-03-12,2623.0,19:45
3:9,2019-03-12,3319.0,20:00
3:9,2019-03-12,3444.0,20:15
3:9,2019-03-12,2089.0,20:30
3:24,2019-03-12,2192.0,09:00
3:24,2019-03-12,2296.0,11:45
3:24,2019-03-12,2443.0,16:45
21:4,2018-10-24,2210.0,11:00
21:4,2018-10-24,2189.0,14:30
