t-4,t-3,t-2,t-1,Y
8.0,18.0,8.0,17.0,8.0
18.0,8.0,17.0,8.0,16.0
8.0,17.0,8.0,16.0,5.0
17.0,8.0,16.0,5.0,8.0
8.0,16.0,5.0,8.0,11.0
16.0,5.0,8.0,11.0,6.0
5.0,8.0,11.0,6.0,4.0
8.0,11.0,6.0,4.0,10.0
11.0,6.0,4.0,10.0,12.0
6.0,4.0,10.0,12.0,12.0
4.0,10.0,12.0,12.0,15.0
10.0,12.0,12.0,15.0,9.0
12.0,12.0,15.0,9.0,11.0
12.0,15.0,9.0,11.0,8.0
15.0,9.0,11.0,8.0,0.0
9.0,11.0,8.0,0.0,0.0
11.0,8.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,6.0
0.0,1.0,0.0,6.0,26.0
1.0,0.0,6.0,26.0,14.0
0.0,6.0,26.0,14.0,21.0
6.0,26.0,14.0,21.0,13.0
26.0,14.0,21.0,13.0,22.0
14.0,21.0,13.0,22.0,17.0
21.0,13.0,22.0,17.0,21.0
13.0,22.0,17.0,21.0,15.0
22.0,17.0,21.0,15.0,24.0
17.0,21.0,15.0,24.0,16.0
21.0,15.0,24.0,16.0,22.0
15.0,24.0,16.0,22.0,13.0
24.0,16.0,22.0,13.0,16.0
16.0,22.0,13.0,16.0,21.0
22.0,13.0,16.0,21.0,20.0
13.0,16.0,21.0,20.0,15.0
16.0,21.0,20.0,15.0,23.0
21.0,20.0,15.0,23.0,18.0
20.0,15.0,23.0,18.0,40.0
15.0,23.0,18.0,40.0,39.0
23.0,18.0,40.0,39.0,31.0
18.0,40.0,39.0,31.0,31.0
40.0,39.0,31.0,31.0,45.0
39.0,31.0,31.0,45.0,32.0
31.0,31.0,45.0,32.0,31.0
31.0,45.0,32.0,31.0,20.0
45.0,32.0,31.0,20.0,36.0
32.0,31.0,20.0,36.0,30.0
31.0,20.0,36.0,30.0,37.0
20.0,36.0,30.0,37.0,31.0
36.0,30.0,37.0,31.0,34.0
30.0,37.0,31.0,34.0,28.0
37.0,31.0,34.0,28.0,13.0
31.0,34.0,28.0,13.0,24.0
34.0,28.0,13.0,24.0,18.0
28.0,13.0,24.0,18.0,20.0
13.0,24.0,18.0,20.0,19.0
24.0,18.0,20.0,19.0,17.0
18.0,20.0,19.0,17.0,16.0
20.0,19.0,17.0,16.0,21.0
19.0,17.0,16.0,21.0,19.0
17.0,16.0,21.0,19.0,13.0
16.0,21.0,19.0,13.0,9.0
21.0,19.0,13.0,9.0,7.0
19.0,13.0,9.0,7.0,18.0
13.0,9.0,7.0,18.0,13.0
9.0,7.0,18.0,13.0,12.0
7.0,18.0,13.0,12.0,11.0
9.0,5.0,5.0,4.0,5.0
5.0,5.0,4.0,5.0,2.0
5.0,4.0,5.0,2.0,3.0
4.0,5.0,2.0,3.0,2.0
5.0,2.0,3.0,2.0,2.0
2.0,3.0,2.0,2.0,3.0
3.0,2.0,2.0,3.0,3.0
2.0,2.0,3.0,3.0,2.0
2.0,3.0,3.0,2.0,4.0
3.0,3.0,2.0,4.0,0.0
3.0,2.0,4.0,0.0,1.0
2.0,4.0,0.0,1.0,1.0
4.0,0.0,1.0,1.0,3.0
0.0,1.0,1.0,3.0,4.0
1.0,1.0,3.0,4.0,5.0
1.0,3.0,4.0,5.0,1.0
3.0,4.0,5.0,1.0,5.0
4.0,5.0,1.0,5.0,3.0
5.0,1.0,5.0,3.0,8.0
1.0,5.0,3.0,8.0,6.0
5.0,3.0,8.0,6.0,7.0
3.0,8.0,6.0,7.0,9.0
8.0,6.0,7.0,9.0,10.0
6.0,7.0,9.0,10.0,17.0
7.0,9.0,10.0,17.0,13.0
9.0,10.0,17.0,13.0,15.0
10.0,17.0,13.0,15.0,18.0
17.0,13.0,15.0,18.0,18.0
13.0,15.0,18.0,18.0,36.0
15.0,18.0,18.0,36.0,28.0
18.0,18.0,36.0,28.0,33.0
18.0,36.0,28.0,33.0,33.0
36.0,28.0,33.0,33.0,45.0
28.0,33.0,33.0,45.0,44.0
33.0,33.0,45.0,44.0,32.0
33.0,45.0,44.0,32.0,46.0
45.0,44.0,32.0,46.0,44.0
44.0,32.0,46.0,44.0,31.0
32.0,46.0,44.0,31.0,38.0
46.0,44.0,31.0,38.0,39.0
44.0,31.0,38.0,39.0,41.0
31.0,38.0,39.0,41.0,38.0
38.0,39.0,41.0,38.0,39.0
39.0,41.0,38.0,39.0,48.0
41.0,38.0,39.0,48.0,41.0
38.0,39.0,48.0,41.0,41.0
39.0,48.0,41.0,41.0,32.0
48.0,41.0,41.0,32.0,50.0
41.0,41.0,32.0,50.0,53.0
41.0,32.0,50.0,53.0,52.0
32.0,50.0,53.0,52.0,39.0
50.0,53.0,52.0,39.0,39.0
53.0,52.0,39.0,39.0,43.0
52.0,39.0,39.0,43.0,38.0
39.0,39.0,43.0,38.0,42.0
39.0,43.0,38.0,42.0,44.0
43.0,38.0,42.0,44.0,42.0
38.0,42.0,44.0,42.0,56.0
42.0,44.0,42.0,56.0,40.0
44.0,42.0,56.0,40.0,54.0
42.0,56.0,40.0,54.0,57.0
56.0,40.0,54.0,57.0,62.0
40.0,54.0,57.0,62.0,53.0
54.0,57.0,62.0,53.0,53.0
57.0,62.0,53.0,53.0,69.0
62.0,53.0,53.0,69.0,66.0
53.0,53.0,69.0,66.0,59.0
53.0,69.0,66.0,59.0,58.0
69.0,66.0,59.0,58.0,59.0
66.0,59.0,58.0,59.0,67.0
59.0,58.0,59.0,67.0,58.0
58.0,59.0,67.0,58.0,64.0
59.0,67.0,58.0,64.0,49.0
67.0,58.0,64.0,49.0,60.0
58.0,64.0,49.0,60.0,60.0
64.0,49.0,60.0,60.0,42.0
49.0,60.0,60.0,42.0,42.0
60.0,60.0,42.0,42.0,54.0
60.0,42.0,42.0,54.0,44.0
42.0,42.0,54.0,44.0,26.0
42.0,54.0,44.0,26.0,27.0
54.0,44.0,26.0,27.0,26.0
44.0,26.0,27.0,26.0,26.0
26.0,27.0,26.0,26.0,28.0
27.0,26.0,26.0,28.0,18.0
26.0,26.0,28.0,18.0,17.0
26.0,28.0,18.0,17.0,11.0
28.0,18.0,17.0,11.0,24.0
18.0,17.0,11.0,24.0,15.0
17.0,11.0,24.0,15.0,18.0
11.0,24.0,15.0,18.0,8.0
24.0,15.0,18.0,8.0,8.0
4.0,10.0,11.0,6.0,6.0
10.0,11.0,6.0,6.0,7.0
11.0,6.0,6.0,7.0,2.0
6.0,6.0,7.0,2.0,3.0
6.0,7.0,2.0,3.0,4.0
7.0,2.0,3.0,4.0,4.0
2.0,3.0,4.0,4.0,5.0
3.0,4.0,4.0,5.0,5.0
4.0,4.0,5.0,5.0,1.0
4.0,5.0,5.0,1.0,1.0
5.0,5.0,1.0,1.0,6.0
5.0,1.0,1.0,6.0,3.0
1.0,1.0,6.0,3.0,4.0
1.0,6.0,3.0,4.0,4.0
6.0,3.0,4.0,4.0,5.0
3.0,4.0,4.0,5.0,4.0
4.0,4.0,5.0,4.0,7.0
4.0,5.0,4.0,7.0,8.0
5.0,4.0,7.0,8.0,8.0
4.0,7.0,8.0,8.0,2.0
7.0,8.0,8.0,2.0,8.0
8.0,8.0,2.0,8.0,11.0
8.0,2.0,8.0,11.0,11.0
2.0,8.0,11.0,11.0,11.0
8.0,11.0,11.0,11.0,13.0
11.0,11.0,11.0,13.0,13.0
11.0,11.0,13.0,13.0,19.0
11.0,13.0,13.0,19.0,17.0
13.0,13.0,19.0,17.0,32.0
13.0,19.0,17.0,32.0,33.0
19.0,17.0,32.0,33.0,32.0
17.0,32.0,33.0,32.0,37.0
32.0,33.0,32.0,37.0,35.0
33.0,32.0,37.0,35.0,49.0
32.0,37.0,35.0,49.0,33.0
37.0,35.0,49.0,33.0,42.0
35.0,49.0,33.0,42.0,48.0
49.0,33.0,42.0,48.0,37.0
33.0,42.0,48.0,37.0,29.0
42.0,48.0,37.0,29.0,35.0
48.0,37.0,29.0,35.0,35.0
37.0,29.0,35.0,35.0,39.0
29.0,35.0,35.0,39.0,49.0
35.0,35.0,39.0,49.0,37.0
35.0,39.0,49.0,37.0,48.0
39.0,49.0,37.0,48.0,52.0
49.0,37.0,48.0,52.0,38.0
37.0,48.0,52.0,38.0,48.0
48.0,52.0,38.0,48.0,45.0
52.0,38.0,48.0,45.0,43.0
38.0,48.0,45.0,43.0,44.0
48.0,45.0,43.0,44.0,43.0
45.0,43.0,44.0,43.0,39.0
43.0,44.0,43.0,39.0,49.0
44.0,43.0,39.0,49.0,43.0
43.0,39.0,49.0,43.0,50.0
39.0,49.0,43.0,50.0,32.0
49.0,43.0,50.0,32.0,52.0
43.0,50.0,32.0,52.0,51.0
50.0,32.0,52.0,51.0,43.0
32.0,52.0,51.0,43.0,45.0
52.0,51.0,43.0,45.0,53.0
51.0,43.0,45.0,53.0,67.0
43.0,45.0,53.0,67.0,54.0
45.0,53.0,67.0,54.0,55.0
53.0,67.0,54.0,55.0,68.0
67.0,54.0,55.0,68.0,50.0
54.0,55.0,68.0,50.0,69.0
55.0,68.0,50.0,69.0,57.0
68.0,50.0,69.0,57.0,68.0
50.0,69.0,57.0,68.0,69.0
69.0,57.0,68.0,69.0,71.0
57.0,68.0,69.0,71.0,66.0
68.0,69.0,71.0,66.0,56.0
69.0,71.0,66.0,56.0,56.0
71.0,66.0,56.0,56.0,43.0
66.0,56.0,56.0,43.0,56.0
56.0,56.0,43.0,56.0,41.0
56.0,43.0,56.0,41.0,39.0
43.0,56.0,41.0,39.0,37.0
56.0,41.0,39.0,37.0,38.0
41.0,39.0,37.0,38.0,23.0
39.0,37.0,38.0,23.0,31.0
37.0,38.0,23.0,31.0,23.0
38.0,23.0,31.0,23.0,21.0
23.0,31.0,23.0,21.0,19.0
31.0,23.0,21.0,19.0,23.0
23.0,21.0,19.0,23.0,23.0
21.0,19.0,23.0,23.0,16.0
19.0,23.0,23.0,16.0,18.0
23.0,23.0,16.0,18.0,15.0
23.0,16.0,18.0,15.0,22.0
13.0,16.0,15.0,7.0,8.0
16.0,15.0,7.0,8.0,8.0
15.0,7.0,8.0,8.0,5.0
7.0,8.0,8.0,5.0,4.0
8.0,8.0,5.0,4.0,7.0
8.0,5.0,4.0,7.0,6.0
5.0,4.0,7.0,6.0,5.0
4.0,7.0,6.0,5.0,6.0
7.0,6.0,5.0,6.0,4.0
6.0,5.0,6.0,4.0,0.0
5.0,6.0,4.0,0.0,2.0
6.0,4.0,0.0,2.0,4.0
4.0,0.0,2.0,4.0,2.0
0.0,2.0,4.0,2.0,5.0
2.0,4.0,2.0,5.0,5.0
4.0,2.0,5.0,5.0,1.0
2.0,5.0,5.0,1.0,3.0
5.0,5.0,1.0,3.0,3.0
5.0,1.0,3.0,3.0,8.0
1.0,3.0,3.0,8.0,9.0
3.0,3.0,8.0,9.0,10.0
3.0,8.0,9.0,10.0,13.0
8.0,9.0,10.0,13.0,17.0
9.0,10.0,13.0,17.0,9.0
10.0,13.0,17.0,9.0,14.0
13.0,17.0,9.0,14.0,17.0
17.0,9.0,14.0,17.0,19.0
9.0,14.0,17.0,19.0,22.0
14.0,17.0,19.0,22.0,37.0
17.0,19.0,22.0,37.0,30.0
19.0,22.0,37.0,30.0,37.0
22.0,37.0,30.0,37.0,36.0
37.0,30.0,37.0,36.0,21.0
30.0,37.0,36.0,21.0,49.0
37.0,36.0,21.0,49.0,37.0
36.0,21.0,49.0,37.0,35.0
21.0,49.0,37.0,35.0,30.0
49.0,37.0,35.0,30.0,35.0
37.0,35.0,30.0,35.0,43.0
35.0,30.0,35.0,43.0,30.0
30.0,35.0,43.0,30.0,35.0
35.0,43.0,30.0,35.0,40.0
43.0,30.0,35.0,40.0,47.0
30.0,35.0,40.0,47.0,59.0
35.0,40.0,47.0,59.0,52.0
40.0,47.0,59.0,52.0,48.0
47.0,59.0,52.0,48.0,44.0
59.0,52.0,48.0,44.0,48.0
52.0,48.0,44.0,48.0,55.0
48.0,44.0,48.0,55.0,54.0
44.0,48.0,55.0,54.0,45.0
48.0,55.0,54.0,45.0,43.0
55.0,54.0,45.0,43.0,44.0
54.0,45.0,43.0,44.0,34.0
45.0,43.0,44.0,34.0,44.0
43.0,44.0,34.0,44.0,45.0
44.0,34.0,44.0,45.0,55.0
34.0,44.0,45.0,55.0,31.0
44.0,45.0,55.0,31.0,29.0
45.0,55.0,31.0,29.0,29.0
55.0,31.0,29.0,29.0,25.0
31.0,29.0,29.0,25.0,27.0
29.0,29.0,25.0,27.0,17.0
29.0,25.0,27.0,17.0,25.0
25.0,27.0,17.0,25.0,49.0
27.0,17.0,25.0,49.0,68.0
17.0,25.0,49.0,68.0,61.0
25.0,49.0,68.0,61.0,71.0
49.0,68.0,61.0,71.0,62.0
68.0,61.0,71.0,62.0,56.0
61.0,71.0,62.0,56.0,64.0
71.0,62.0,56.0,64.0,82.0
62.0,56.0,64.0,82.0,61.0
56.0,64.0,82.0,61.0,71.0
64.0,82.0,61.0,71.0,49.0
82.0,61.0,71.0,49.0,51.0
61.0,71.0,49.0,51.0,45.0
71.0,49.0,51.0,45.0,56.0
49.0,51.0,45.0,56.0,47.0
51.0,45.0,56.0,47.0,32.0
45.0,56.0,47.0,32.0,25.0
56.0,47.0,32.0,25.0,28.0
47.0,32.0,25.0,28.0,24.0
32.0,25.0,28.0,24.0,27.0
25.0,28.0,24.0,27.0,19.0
28.0,24.0,27.0,19.0,23.0
24.0,27.0,19.0,23.0,16.0
27.0,19.0,23.0,16.0,17.0
19.0,23.0,16.0,17.0,20.0
23.0,16.0,17.0,20.0,23.0
16.0,17.0,20.0,23.0,16.0
17.0,20.0,23.0,16.0,20.0
16.0,11.0,12.0,13.0,10.0
11.0,12.0,13.0,10.0,13.0
12.0,13.0,10.0,13.0,5.0
13.0,10.0,13.0,5.0,10.0
10.0,13.0,5.0,10.0,5.0
13.0,5.0,10.0,5.0,2.0
5.0,10.0,5.0,2.0,7.0
10.0,5.0,2.0,7.0,6.0
5.0,2.0,7.0,6.0,4.0
2.0,7.0,6.0,4.0,2.0
7.0,6.0,4.0,2.0,7.0
6.0,4.0,2.0,7.0,5.0
4.0,2.0,7.0,5.0,3.0
2.0,7.0,5.0,3.0,1.0
7.0,5.0,3.0,1.0,7.0
5.0,3.0,1.0,7.0,4.0
3.0,1.0,7.0,4.0,10.0
1.0,7.0,4.0,10.0,4.0
7.0,4.0,10.0,4.0,8.0
4.0,10.0,4.0,8.0,11.0
10.0,4.0,8.0,11.0,11.0
4.0,8.0,11.0,11.0,10.0
8.0,11.0,11.0,10.0,11.0
11.0,11.0,10.0,11.0,13.0
11.0,10.0,11.0,13.0,13.0
10.0,11.0,13.0,13.0,15.0
11.0,13.0,13.0,15.0,18.0
13.0,13.0,15.0,18.0,29.0
13.0,15.0,18.0,29.0,24.0
15.0,18.0,29.0,24.0,31.0
18.0,29.0,24.0,31.0,35.0
29.0,24.0,31.0,35.0,41.0
24.0,31.0,35.0,41.0,38.0
31.0,35.0,41.0,38.0,34.0
35.0,41.0,38.0,34.0,36.0
41.0,38.0,34.0,36.0,47.0
38.0,34.0,36.0,47.0,44.0
34.0,36.0,47.0,44.0,35.0
36.0,47.0,44.0,35.0,45.0
47.0,44.0,35.0,45.0,36.0
44.0,35.0,45.0,36.0,38.0
35.0,45.0,36.0,38.0,27.0
45.0,36.0,38.0,27.0,38.0
36.0,38.0,27.0,38.0,48.0
38.0,27.0,38.0,48.0,40.0
27.0,38.0,48.0,40.0,40.0
38.0,48.0,40.0,40.0,39.0
48.0,40.0,40.0,39.0,48.0
40.0,40.0,39.0,48.0,35.0
40.0,39.0,48.0,35.0,44.0
39.0,48.0,35.0,44.0,29.0
48.0,35.0,44.0,29.0,38.0
35.0,44.0,29.0,38.0,42.0
44.0,29.0,38.0,42.0,39.0
29.0,38.0,42.0,39.0,54.0
38.0,42.0,39.0,54.0,37.0
42.0,39.0,54.0,37.0,47.0
39.0,54.0,37.0,47.0,41.0
54.0,37.0,47.0,41.0,37.0
37.0,47.0,41.0,37.0,49.0
47.0,41.0,37.0,49.0,52.0
41.0,37.0,49.0,52.0,57.0
37.0,49.0,52.0,57.0,52.0
49.0,52.0,57.0,52.0,52.0
52.0,57.0,52.0,52.0,73.0
57.0,52.0,52.0,73.0,59.0
52.0,52.0,73.0,59.0,56.0
52.0,73.0,59.0,56.0,76.0
73.0,59.0,56.0,76.0,76.0
59.0,56.0,76.0,76.0,65.0
56.0,76.0,76.0,65.0,63.0
76.0,76.0,65.0,63.0,51.0
76.0,65.0,63.0,51.0,60.0
65.0,63.0,51.0,60.0,57.0
63.0,51.0,60.0,57.0,61.0
51.0,60.0,57.0,61.0,68.0
60.0,57.0,61.0,68.0,66.0
57.0,61.0,68.0,66.0,58.0
61.0,68.0,66.0,58.0,39.0
68.0,66.0,58.0,39.0,47.0
66.0,58.0,39.0,47.0,53.0
58.0,39.0,47.0,53.0,33.0
39.0,47.0,53.0,33.0,22.0
47.0,53.0,33.0,22.0,34.0
53.0,33.0,22.0,34.0,24.0
33.0,22.0,34.0,24.0,20.0
22.0,34.0,24.0,20.0,21.0
34.0,24.0,20.0,21.0,22.0
24.0,20.0,21.0,22.0,29.0
20.0,21.0,22.0,29.0,30.0
21.0,22.0,29.0,30.0,28.0
22.0,29.0,30.0,28.0,17.0
22.0,22.0,25.0,25.0,11.0
22.0,25.0,25.0,11.0,17.0
25.0,25.0,11.0,17.0,11.0
25.0,11.0,17.0,11.0,4.0
11.0,17.0,11.0,4.0,6.0
17.0,11.0,4.0,6.0,10.0
11.0,4.0,6.0,10.0,11.0
4.0,6.0,10.0,11.0,13.0
6.0,10.0,11.0,13.0,7.0
10.0,11.0,13.0,7.0,6.0
11.0,13.0,7.0,6.0,4.0
13.0,7.0,6.0,4.0,7.0
7.0,6.0,4.0,7.0,5.0
6.0,4.0,7.0,5.0,4.0
4.0,7.0,5.0,4.0,9.0
7.0,5.0,4.0,9.0,7.0
5.0,4.0,9.0,7.0,6.0
4.0,9.0,7.0,6.0,6.0
9.0,7.0,6.0,6.0,10.0
7.0,6.0,6.0,10.0,9.0
6.0,6.0,10.0,9.0,12.0
6.0,10.0,9.0,12.0,10.0
10.0,9.0,12.0,10.0,12.0
9.0,12.0,10.0,12.0,13.0
12.0,10.0,12.0,13.0,10.0
10.0,12.0,13.0,10.0,15.0
12.0,13.0,10.0,15.0,20.0
13.0,10.0,15.0,20.0,28.0
10.0,15.0,20.0,28.0,28.0
15.0,20.0,28.0,28.0,35.0
20.0,28.0,28.0,35.0,42.0
28.0,28.0,35.0,42.0,36.0
28.0,35.0,42.0,36.0,42.0
35.0,42.0,36.0,42.0,33.0
42.0,36.0,42.0,33.0,40.0
36.0,42.0,33.0,40.0,41.0
42.0,33.0,40.0,41.0,42.0
33.0,40.0,41.0,42.0,36.0
40.0,41.0,42.0,36.0,38.0
41.0,42.0,36.0,38.0,39.0
42.0,36.0,38.0,39.0,41.0
36.0,38.0,39.0,41.0,39.0
38.0,39.0,41.0,39.0,38.0
39.0,41.0,39.0,38.0,40.0
41.0,39.0,38.0,40.0,44.0
39.0,38.0,40.0,44.0,50.0
38.0,40.0,44.0,50.0,61.0
40.0,44.0,50.0,61.0,49.0
44.0,50.0,61.0,49.0,54.0
50.0,61.0,49.0,54.0,39.0
61.0,49.0,54.0,39.0,45.0
49.0,54.0,39.0,45.0,50.0
54.0,39.0,45.0,50.0,33.0
39.0,45.0,50.0,33.0,43.0
45.0,50.0,33.0,43.0,49.0
50.0,33.0,43.0,49.0,45.0
33.0,43.0,49.0,45.0,35.0
43.0,49.0,45.0,35.0,42.0
49.0,45.0,35.0,42.0,43.0
45.0,35.0,42.0,43.0,53.0
35.0,42.0,43.0,53.0,60.0
42.0,43.0,53.0,60.0,59.0
43.0,53.0,60.0,59.0,65.0
53.0,60.0,59.0,65.0,68.0
60.0,59.0,65.0,68.0,75.0
59.0,65.0,68.0,75.0,79.0
65.0,68.0,75.0,79.0,93.0
68.0,75.0,79.0,93.0,111.66666666666667
75.0,79.0,93.0,111.66666666666667,112.55555555555556
79.0,93.0,111.66666666666667,112.55555555555556,91.0
93.0,111.66666666666667,112.55555555555556,91.0,79.0
111.66666666666667,112.55555555555556,91.0,79.0,79.0
112.55555555555556,91.0,79.0,79.0,70.0
91.0,79.0,79.0,70.0,55.0
79.0,79.0,70.0,55.0,75.0
79.0,70.0,55.0,75.0,57.0
70.0,55.0,75.0,57.0,61.0
55.0,75.0,57.0,61.0,50.0
75.0,57.0,61.0,50.0,47.0
57.0,61.0,50.0,47.0,53.0
61.0,50.0,47.0,53.0,48.0
50.0,47.0,53.0,48.0,40.0
47.0,53.0,48.0,40.0,35.0
53.0,48.0,40.0,35.0,36.0
48.0,40.0,35.0,36.0,34.0
40.0,35.0,36.0,34.0,27.0
35.0,36.0,34.0,27.0,23.0
36.0,34.0,27.0,23.0,31.0
34.0,27.0,23.0,31.0,29.0
27.0,23.0,31.0,29.0,26.0
23.0,31.0,29.0,26.0,32.0
31.0,29.0,26.0,32.0,29.0
28.0,28.0,29.0,27.333333333333332,24.0
28.0,29.0,27.333333333333332,24.0,17.0
29.0,27.333333333333332,24.0,17.0,25.0
27.333333333333332,24.0,17.0,25.0,26.666666666666668
24.0,17.0,25.0,26.666666666666668,27.222222222222225
17.0,25.0,26.666666666666668,27.222222222222225,27.740740740740744
25.0,26.666666666666668,27.222222222222225,27.740740740740744,22.246913580246915
26.666666666666668,27.222222222222225,27.740740740740744,22.246913580246915,11.0
27.222222222222225,27.740740740740744,22.246913580246915,11.0,26.0
27.740740740740744,22.246913580246915,11.0,26.0,14.0
22.246913580246915,11.0,26.0,14.0,17.0
11.0,26.0,14.0,17.0,15.0
26.0,14.0,17.0,15.0,19.0
14.0,17.0,15.0,19.0,17.0
17.0,15.0,19.0,17.0,14.0
15.0,19.0,17.0,14.0,16.0
19.0,17.0,14.0,16.0,11.0
17.0,14.0,16.0,11.0,13.0
14.0,16.0,11.0,13.0,17.0
16.0,11.0,13.0,17.0,19.0
11.0,13.0,17.0,19.0,17.0
13.0,17.0,19.0,17.0,9.0
17.0,19.0,17.0,9.0,17.0
19.0,17.0,9.0,17.0,9.0
17.0,9.0,17.0,9.0,16.0
9.0,17.0,9.0,16.0,9.0
17.0,9.0,16.0,9.0,12.0
9.0,16.0,9.0,12.0,14.0
16.0,9.0,12.0,14.0,16.0
9.0,12.0,14.0,16.0,25.0
12.0,14.0,16.0,25.0,19.0
14.0,16.0,25.0,19.0,22.0
16.0,25.0,19.0,22.0,14.0
25.0,19.0,22.0,14.0,21.0
19.0,22.0,14.0,21.0,19.0
22.0,14.0,21.0,19.0,25.0
14.0,21.0,19.0,25.0,20.0
21.0,19.0,25.0,20.0,21.0
19.0,25.0,20.0,21.0,23.0
25.0,20.0,21.0,23.0,19.0
20.0,21.0,23.0,19.0,26.0
21.0,23.0,19.0,26.0,26.0
23.0,19.0,26.0,26.0,30.0
19.0,26.0,26.0,30.0,25.0
26.0,26.0,30.0,25.0,24.0
26.0,30.0,25.0,24.0,42.0
30.0,25.0,24.0,42.0,24.0
25.0,24.0,42.0,24.0,27.0
24.0,42.0,24.0,27.0,32.0
42.0,24.0,27.0,32.0,24.0
24.0,27.0,32.0,24.0,29.0
27.0,32.0,24.0,29.0,31.0
32.0,24.0,29.0,31.0,17.0
24.0,29.0,31.0,17.0,30.0
29.0,31.0,17.0,30.0,20.0
31.0,17.0,30.0,20.0,28.0
17.0,30.0,20.0,28.0,20.0
30.0,20.0,28.0,20.0,27.0
20.0,28.0,20.0,27.0,20.0
28.0,20.0,27.0,20.0,24.0
20.0,27.0,20.0,24.0,29.0
27.0,20.0,24.0,29.0,20.0
20.0,24.0,29.0,20.0,31.0
24.0,29.0,20.0,31.0,32.0
29.0,20.0,31.0,32.0,35.0
20.0,31.0,32.0,35.0,35.0
31.0,32.0,35.0,35.0,25.0
32.0,35.0,35.0,25.0,31.0
35.0,35.0,25.0,31.0,27.0
35.0,25.0,31.0,27.0,26.0
25.0,31.0,27.0,26.0,24.0
31.0,27.0,26.0,24.0,32.0
27.0,26.0,24.0,32.0,33.0
26.0,24.0,32.0,33.0,36.0
24.0,32.0,33.0,36.0,32.0
32.0,33.0,36.0,32.0,32.0
33.0,36.0,32.0,32.0,33.0
36.0,32.0,32.0,33.0,31.0
32.0,32.0,33.0,31.0,28.0
32.0,33.0,31.0,28.0,28.0
33.0,31.0,28.0,28.0,21.0
31.0,28.0,28.0,21.0,16.0
28.0,28.0,21.0,16.0,21.0
28.0,21.0,16.0,21.0,28.0
21.0,16.0,21.0,28.0,20.0
16.0,21.0,28.0,20.0,15.0
21.0,28.0,20.0,15.0,14.0
28.0,20.0,15.0,14.0,19.0
20.0,15.0,14.0,19.0,24.0
15.0,14.0,19.0,24.0,24.0
14.0,19.0,24.0,24.0,25.0
19.0,24.0,24.0,25.0,13.0
22.0,16.0,18.0,20.0,17.0
16.0,18.0,20.0,17.0,20.0
18.0,20.0,17.0,20.0,19.0
20.0,17.0,20.0,19.0,18.0
17.0,20.0,19.0,18.0,21.0
20.0,19.0,18.0,21.0,9.0
19.0,18.0,21.0,9.0,14.0
18.0,21.0,9.0,14.0,17.0
21.0,9.0,14.0,17.0,18.0
9.0,14.0,17.0,18.0,12.0
14.0,17.0,18.0,12.0,11.0
17.0,18.0,12.0,11.0,17.0
18.0,12.0,11.0,17.0,11.0
12.0,11.0,17.0,11.0,18.0
11.0,17.0,11.0,18.0,18.0
17.0,11.0,18.0,18.0,16.0
11.0,18.0,18.0,16.0,17.0
18.0,18.0,16.0,17.0,8.0
18.0,16.0,17.0,8.0,12.0
16.0,17.0,8.0,12.0,12.0
17.0,8.0,12.0,12.0,13.0
8.0,12.0,12.0,13.0,9.0
12.0,12.0,13.0,9.0,12.0
12.0,13.0,9.0,12.0,8.0
13.0,9.0,12.0,8.0,10.0
9.0,12.0,8.0,10.0,10.0
12.0,8.0,10.0,10.0,11.0
8.0,10.0,10.0,11.0,14.0
10.0,10.0,11.0,14.0,9.0
10.0,11.0,14.0,9.0,13.0
11.0,14.0,9.0,13.0,19.0
14.0,9.0,13.0,19.0,13.0
9.0,13.0,19.0,13.0,10.0
13.0,19.0,13.0,10.0,11.0
19.0,13.0,10.0,11.0,12.0
13.0,10.0,11.0,12.0,14.0
10.0,11.0,12.0,14.0,16.0
11.0,12.0,14.0,16.0,19.0
12.0,14.0,16.0,19.0,18.0
14.0,16.0,19.0,18.0,18.0
16.0,19.0,18.0,18.0,26.0
19.0,18.0,18.0,26.0,27.0
18.0,18.0,26.0,27.0,21.0
18.0,26.0,27.0,21.0,29.0
26.0,27.0,21.0,29.0,23.0
27.0,21.0,29.0,23.0,17.0
21.0,29.0,23.0,17.0,16.0
29.0,23.0,17.0,16.0,33.0
23.0,17.0,16.0,33.0,29.0
17.0,16.0,33.0,29.0,33.0
16.0,33.0,29.0,33.0,28.0
33.0,29.0,33.0,28.0,22.0
29.0,33.0,28.0,22.0,20.0
33.0,28.0,22.0,20.0,22.0
28.0,22.0,20.0,22.0,13.0
22.0,20.0,22.0,13.0,18.0
20.0,22.0,13.0,18.0,24.0
22.0,13.0,18.0,24.0,23.0
13.0,18.0,24.0,23.0,21.0
18.0,24.0,23.0,21.0,27.0
24.0,23.0,21.0,27.0,20.0
23.0,21.0,27.0,20.0,31.0
21.0,27.0,20.0,31.0,36.0
27.0,20.0,31.0,36.0,34.0
20.0,31.0,36.0,34.0,28.0
31.0,36.0,34.0,28.0,40.0
36.0,34.0,28.0,40.0,26.0
