t-4,t-3,t-2,t-1,Y
27.666666666666668,28.555555555555557,30.51851851851852,27.506172839506174,20.0
28.555555555555557,30.51851851851852,27.506172839506174,20.0,21.0
30.51851851851852,27.506172839506174,20.0,21.0,23.0
27.506172839506174,20.0,21.0,23.0,23.0
20.0,21.0,23.0,23.0,20.0
21.0,23.0,23.0,20.0,16.0
23.0,23.0,20.0,16.0,21.0
23.0,20.0,16.0,21.0,21.0
20.0,16.0,21.0,21.0,20.0
16.0,21.0,21.0,20.0,25.0
21.0,21.0,20.0,25.0,8.0
21.0,20.0,25.0,8.0,16.0
20.0,25.0,8.0,16.0,19.0
25.0,8.0,16.0,19.0,9.0
8.0,16.0,19.0,9.0,11.0
16.0,19.0,9.0,11.0,12.0
19.0,9.0,11.0,12.0,13.0
9.0,11.0,12.0,13.0,15.0
11.0,12.0,13.0,15.0,8.0
12.0,13.0,15.0,8.0,10.0
13.0,15.0,8.0,10.0,0.0
15.0,8.0,10.0,0.0,0.0
8.0,10.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10.0
0.0,0.0,0.0,10.0,28.0
0.0,0.0,10.0,28.0,30.0
0.0,10.0,28.0,30.0,19.0
10.0,28.0,30.0,19.0,24.0
28.0,30.0,19.0,24.0,34.0
30.0,19.0,24.0,34.0,31.0
19.0,24.0,34.0,31.0,28.0
24.0,34.0,31.0,28.0,22.0
34.0,31.0,28.0,22.0,21.0
31.0,28.0,22.0,21.0,24.0
28.0,22.0,21.0,24.0,21.0
22.0,21.0,24.0,21.0,20.0
21.0,24.0,21.0,20.0,24.0
24.0,21.0,20.0,24.0,19.0
21.0,20.0,24.0,19.0,22.0
20.0,24.0,19.0,22.0,24.0
24.0,19.0,22.0,24.0,21.0
19.0,22.0,24.0,21.0,29.0
22.0,24.0,21.0,29.0,37.0
24.0,21.0,29.0,37.0,38.0
21.0,29.0,37.0,38.0,44.0
29.0,37.0,38.0,44.0,43.0
37.0,38.0,44.0,43.0,43.0
38.0,44.0,43.0,43.0,36.0
44.0,43.0,43.0,36.0,42.0
43.0,43.0,36.0,42.0,42.0
43.0,36.0,42.0,42.0,33.0
36.0,42.0,42.0,33.0,25.0
42.0,42.0,33.0,25.0,42.0
42.0,33.0,25.0,42.0,38.0
33.0,25.0,42.0,38.0,30.0
25.0,42.0,38.0,30.0,25.0
42.0,38.0,30.0,25.0,20.0
38.0,30.0,25.0,20.0,25.0
30.0,25.0,20.0,25.0,27.0
25.0,20.0,25.0,27.0,20.0
20.0,25.0,27.0,20.0,20.0
25.0,27.0,20.0,20.0,21.0
27.0,20.0,20.0,21.0,17.0
20.0,20.0,21.0,17.0,15.0
20.0,21.0,17.0,15.0,16.0
21.0,17.0,15.0,16.0,25.0
17.0,15.0,16.0,25.0,16.0
15.0,16.0,25.0,16.0,19.0
16.0,25.0,16.0,19.0,17.0
25.0,16.0,19.0,17.0,12.0
16.0,19.0,17.0,12.0,9.0
19.0,17.0,12.0,9.0,17.0
8.0,13.0,16.0,8.0,6.0
13.0,16.0,8.0,6.0,5.0
16.0,8.0,6.0,5.0,3.0
8.0,6.0,5.0,3.0,4.0
6.0,5.0,3.0,4.0,3.0
5.0,3.0,4.0,3.0,6.0
3.0,4.0,3.0,6.0,6.0
4.0,3.0,6.0,6.0,6.0
3.0,6.0,6.0,6.0,2.0
6.0,6.0,6.0,2.0,4.0
6.0,6.0,2.0,4.0,2.0
6.0,2.0,4.0,2.0,3.0
2.0,4.0,2.0,3.0,1.0
4.0,2.0,3.0,1.0,4.0
2.0,3.0,1.0,4.0,3.0
3.0,1.0,4.0,3.0,3.0
1.0,4.0,3.0,3.0,4.0
4.0,3.0,3.0,4.0,7.0
3.0,3.0,4.0,7.0,9.0
3.0,4.0,7.0,9.0,11.0
4.0,7.0,9.0,11.0,12.0
7.0,9.0,11.0,12.0,17.0
9.0,11.0,12.0,17.0,16.0
11.0,12.0,17.0,16.0,24.0
12.0,17.0,16.0,24.0,21.0
17.0,16.0,24.0,21.0,25.0
16.0,24.0,21.0,25.0,22.0
24.0,21.0,25.0,22.0,33.0
21.0,25.0,22.0,33.0,22.0
25.0,22.0,33.0,22.0,32.0
22.0,33.0,22.0,32.0,32.0
33.0,22.0,32.0,32.0,38.0
22.0,32.0,32.0,38.0,37.0
32.0,32.0,38.0,37.0,53.0
32.0,38.0,37.0,53.0,48.0
38.0,37.0,53.0,48.0,41.0
37.0,53.0,48.0,41.0,59.0
53.0,48.0,41.0,59.0,41.0
48.0,41.0,59.0,41.0,51.0
41.0,59.0,41.0,51.0,49.0
59.0,41.0,51.0,49.0,40.0
41.0,51.0,49.0,40.0,55.0
51.0,49.0,40.0,55.0,57.0
49.0,40.0,55.0,57.0,65.0
40.0,55.0,57.0,65.0,57.0
55.0,57.0,65.0,57.0,46.0
57.0,65.0,57.0,46.0,64.0
65.0,57.0,46.0,64.0,64.0
57.0,46.0,64.0,64.0,62.0
46.0,64.0,64.0,62.0,64.0
64.0,64.0,62.0,64.0,58.0
64.0,62.0,64.0,58.0,51.0
62.0,64.0,58.0,51.0,43.0
64.0,58.0,51.0,43.0,51.0
58.0,51.0,43.0,51.0,45.0
51.0,43.0,51.0,45.0,42.0
43.0,51.0,45.0,42.0,44.0
51.0,45.0,42.0,44.0,46.0
45.0,42.0,44.0,46.0,49.0
42.0,44.0,46.0,49.0,55.0
44.0,46.0,49.0,55.0,65.0
46.0,49.0,55.0,65.0,65.0
49.0,55.0,65.0,65.0,74.0
55.0,65.0,65.0,74.0,78.0
65.0,65.0,74.0,78.0,76.0
65.0,74.0,78.0,76.0,82.0
74.0,78.0,76.0,82.0,65.0
78.0,76.0,82.0,65.0,66.0
76.0,82.0,65.0,66.0,69.0
82.0,65.0,66.0,69.0,62.0
65.0,66.0,69.0,62.0,91.0
66.0,69.0,62.0,91.0,84.0
69.0,62.0,91.0,84.0,70.0
62.0,91.0,84.0,70.0,54.0
91.0,84.0,70.0,54.0,59.0
84.0,70.0,54.0,59.0,81.0
70.0,54.0,59.0,81.0,63.0
54.0,59.0,81.0,63.0,73.0
59.0,81.0,63.0,73.0,45.0
81.0,63.0,73.0,45.0,43.0
63.0,73.0,45.0,43.0,32.0
73.0,45.0,43.0,32.0,32.0
45.0,43.0,32.0,32.0,32.0
43.0,32.0,32.0,32.0,27.0
32.0,32.0,32.0,27.0,26.0
32.0,32.0,27.0,26.0,28.0
32.0,27.0,26.0,28.0,23.0
27.0,26.0,28.0,23.0,33.0
26.0,28.0,23.0,33.0,25.0
28.0,23.0,33.0,25.0,21.0
23.0,33.0,25.0,21.0,19.0
33.0,25.0,21.0,19.0,30.0
17.0,21.0,22.0,11.0,15.0
21.0,22.0,11.0,15.0,5.0
22.0,11.0,15.0,5.0,9.0
11.0,15.0,5.0,9.0,9.0
15.0,5.0,9.0,9.0,7.0
5.0,9.0,9.0,7.0,10.0
9.0,9.0,7.0,10.0,4.0
9.0,7.0,10.0,4.0,9.0
7.0,10.0,4.0,9.0,4.0
10.0,4.0,9.0,4.0,3.0
4.0,9.0,4.0,3.0,5.0
9.0,4.0,3.0,5.0,5.0
4.0,3.0,5.0,5.0,6.0
3.0,5.0,5.0,6.0,6.0
5.0,5.0,6.0,6.0,6.0
5.0,6.0,6.0,6.0,5.0
6.0,6.0,6.0,5.0,5.0
6.0,6.0,5.0,5.0,4.0
6.0,5.0,5.0,4.0,5.0
5.0,5.0,4.0,5.0,11.0
5.0,4.0,5.0,11.0,12.0
4.0,5.0,11.0,12.0,11.0
5.0,11.0,12.0,11.0,13.0
11.0,12.0,11.0,13.0,18.0
12.0,11.0,13.0,18.0,22.0
11.0,13.0,18.0,22.0,26.0
13.0,18.0,22.0,26.0,25.0
18.0,22.0,26.0,25.0,24.0
22.0,26.0,25.0,24.0,20.0
26.0,25.0,24.0,20.0,29.0
25.0,24.0,20.0,29.0,30.0
24.0,20.0,29.0,30.0,33.0
20.0,29.0,30.0,33.0,42.0
29.0,30.0,33.0,42.0,46.0
30.0,33.0,42.0,46.0,38.0
33.0,42.0,46.0,38.0,44.0
42.0,46.0,38.0,44.0,34.0
46.0,38.0,44.0,34.0,41.0
38.0,44.0,34.0,41.0,37.0
44.0,34.0,41.0,37.0,45.0
34.0,41.0,37.0,45.0,44.0
41.0,37.0,45.0,44.0,44.0
37.0,45.0,44.0,44.0,47.0
45.0,44.0,44.0,47.0,56.0
44.0,44.0,47.0,56.0,65.0
44.0,47.0,56.0,65.0,63.0
47.0,56.0,65.0,63.0,40.0
56.0,65.0,63.0,40.0,60.0
65.0,63.0,40.0,60.0,57.0
63.0,40.0,60.0,57.0,55.0
40.0,60.0,57.0,55.0,55.0
60.0,57.0,55.0,55.0,56.0
57.0,55.0,55.0,56.0,51.0
55.0,55.0,56.0,51.0,43.0
55.0,56.0,51.0,43.0,63.0
56.0,51.0,43.0,63.0,51.0
51.0,43.0,63.0,51.0,57.0
43.0,63.0,51.0,57.0,54.0
63.0,51.0,57.0,54.0,60.0
51.0,57.0,54.0,60.0,53.0
57.0,54.0,60.0,53.0,62.0
54.0,60.0,53.0,62.0,67.0
60.0,53.0,62.0,67.0,68.0
53.0,62.0,67.0,68.0,76.0
62.0,67.0,68.0,76.0,60.0
67.0,68.0,76.0,60.0,61.0
68.0,76.0,60.0,61.0,82.0
76.0,60.0,61.0,82.0,73.0
60.0,61.0,82.0,73.0,79.0
61.0,82.0,73.0,79.0,82.0
82.0,73.0,79.0,82.0,68.0
73.0,79.0,82.0,68.0,90.0
79.0,82.0,68.0,90.0,64.0
82.0,68.0,90.0,64.0,89.0
68.0,90.0,64.0,89.0,68.0
90.0,64.0,89.0,68.0,80.0
64.0,89.0,68.0,80.0,71.0
89.0,68.0,80.0,71.0,53.0
68.0,80.0,71.0,53.0,60.0
80.0,71.0,53.0,60.0,34.0
71.0,53.0,60.0,34.0,44.0
53.0,60.0,34.0,44.0,39.0
60.0,34.0,44.0,39.0,25.0
34.0,44.0,39.0,25.0,30.0
44.0,39.0,25.0,30.0,22.0
39.0,25.0,30.0,22.0,28.0
25.0,30.0,22.0,28.0,25.0
30.0,22.0,28.0,25.0,21.0
22.0,28.0,25.0,21.0,26.0
28.0,25.0,21.0,26.0,32.0
25.0,21.0,26.0,32.0,20.0
21.0,26.0,32.0,20.0,25.0
28.0,24.0,19.0,15.0,18.0
24.0,19.0,15.0,18.0,11.0
19.0,15.0,18.0,11.0,13.0
15.0,18.0,11.0,13.0,16.0
18.0,11.0,13.0,16.0,9.0
11.0,13.0,16.0,9.0,11.0
13.0,16.0,9.0,11.0,11.0
16.0,9.0,11.0,11.0,8.0
9.0,11.0,11.0,8.0,10.0
11.0,11.0,8.0,10.0,4.0
11.0,8.0,10.0,4.0,10.0
8.0,10.0,4.0,10.0,4.0
10.0,4.0,10.0,4.0,7.0
4.0,10.0,4.0,7.0,6.0
10.0,4.0,7.0,6.0,10.0
4.0,7.0,6.0,10.0,3.0
7.0,6.0,10.0,3.0,8.0
6.0,10.0,3.0,8.0,9.0
10.0,3.0,8.0,9.0,10.0
3.0,8.0,9.0,10.0,8.0
8.0,9.0,10.0,8.0,17.0
9.0,10.0,8.0,17.0,20.0
10.0,8.0,17.0,20.0,25.0
8.0,17.0,20.0,25.0,16.0
17.0,20.0,25.0,16.0,19.0
20.0,25.0,16.0,19.0,23.0
25.0,16.0,19.0,23.0,28.0
16.0,19.0,23.0,28.0,23.0
19.0,23.0,28.0,23.0,27.0
23.0,28.0,23.0,27.0,26.0
28.0,23.0,27.0,26.0,28.0
23.0,27.0,26.0,28.0,38.0
27.0,26.0,28.0,38.0,44.0
26.0,28.0,38.0,44.0,43.0
28.0,38.0,44.0,43.0,51.0
38.0,44.0,43.0,51.0,45.0
44.0,43.0,51.0,45.0,45.0
43.0,51.0,45.0,45.0,43.0
51.0,45.0,45.0,43.0,43.0
45.0,45.0,43.0,43.0,50.0
45.0,43.0,43.0,50.0,51.0
43.0,43.0,50.0,51.0,36.0
43.0,50.0,51.0,36.0,51.666666666666664
50.0,51.0,36.0,51.666666666666664,52.0
51.0,36.0,51.666666666666664,52.0,60.0
36.0,51.666666666666664,52.0,60.0,61.0
51.666666666666664,52.0,60.0,61.0,67.66666666666667
52.0,60.0,61.0,67.66666666666667,69.0
60.0,61.0,67.66666666666667,69.0,45.0
61.0,67.66666666666667,69.0,45.0,57.333333333333336
67.66666666666667,69.0,45.0,57.333333333333336,56.0
69.0,45.0,57.333333333333336,56.0,53.0
45.0,57.333333333333336,56.0,53.0,62.0
57.333333333333336,56.0,53.0,62.0,52.0
56.0,53.0,62.0,52.0,56.0
53.0,62.0,52.0,56.0,51.0
62.0,52.0,56.0,51.0,55.0
52.0,56.0,51.0,55.0,67.0
56.0,51.0,55.0,67.0,61.0
51.0,55.0,67.0,61.0,65.0
55.0,67.0,61.0,65.0,63.0
67.0,61.0,65.0,63.0,76.0
61.0,65.0,63.0,76.0,77.66666666666667
65.0,63.0,76.0,77.66666666666667,67.0
63.0,76.0,77.66666666666667,67.0,85.0
76.0,77.66666666666667,67.0,85.0,79.0
77.66666666666667,67.0,85.0,79.0,88.0
67.0,85.0,79.0,88.0,94.0
85.0,79.0,88.0,94.0,80.0
79.0,88.0,94.0,80.0,85.0
88.0,94.0,80.0,85.0,74.0
94.0,80.0,85.0,74.0,69.0
80.0,85.0,74.0,69.0,72.0
85.0,74.0,69.0,72.0,90.0
74.0,69.0,72.0,90.0,67.0
69.0,72.0,90.0,67.0,61.0
72.0,90.0,67.0,61.0,66.0
90.0,67.0,61.0,66.0,64.0
67.0,61.0,66.0,64.0,57.0
61.0,66.0,64.0,57.0,37.0
66.0,64.0,57.0,37.0,29.0
64.0,57.0,37.0,29.0,37.0
57.0,37.0,29.0,37.0,29.0
37.0,29.0,37.0,29.0,25.0
29.0,37.0,29.0,25.0,31.0
37.0,29.0,25.0,31.0,22.0
29.0,25.0,31.0,22.0,33.0
25.0,31.0,22.0,33.0,18.0
31.0,22.0,33.0,18.0,21.0
22.0,33.0,18.0,21.0,28.0
33.0,18.0,21.0,28.0,30.0
18.0,21.0,28.0,30.0,22.0
34.0,27.0,19.0,22.0,15.0
27.0,19.0,22.0,15.0,18.0
19.0,22.0,15.0,18.0,21.0
22.0,15.0,18.0,21.0,16.0
15.0,18.0,21.0,16.0,11.0
18.0,21.0,16.0,11.0,15.0
21.0,16.0,11.0,15.0,6.0
16.0,11.0,15.0,6.0,15.0
11.0,15.0,6.0,15.0,7.0
15.0,6.0,15.0,7.0,7.0
6.0,15.0,7.0,7.0,7.0
15.0,7.0,7.0,7.0,6.0
7.0,7.0,7.0,6.0,7.0
7.0,7.0,6.0,7.0,10.0
7.0,6.0,7.0,10.0,9.0
6.0,7.0,10.0,9.0,8.0
7.0,10.0,9.0,8.0,9.0
10.0,9.0,8.0,9.0,0.0
9.0,8.0,9.0,0.0,8.0
8.0,9.0,0.0,8.0,13.0
9.0,0.0,8.0,13.0,19.0
0.0,8.0,13.0,19.0,19.0
8.0,13.0,19.0,19.0,17.0
13.0,19.0,19.0,17.0,16.0
19.0,19.0,17.0,16.0,24.333333333333332
19.0,17.0,16.0,24.333333333333332,23.0
17.0,16.0,24.333333333333332,23.0,29.0
16.0,24.333333333333332,23.0,29.0,28.0
24.333333333333332,23.0,29.0,28.0,32.0
23.0,29.0,28.0,32.0,38.0
29.0,28.0,32.0,38.0,30.0
28.0,32.0,38.0,30.0,28.0
32.0,38.0,30.0,28.0,44.0
38.0,30.0,28.0,44.0,38.0
30.0,28.0,44.0,38.0,51.0
28.0,44.0,38.0,51.0,45.0
44.0,38.0,51.0,45.0,39.0
38.0,51.0,45.0,39.0,38.0
51.0,45.0,39.0,38.0,41.0
45.0,39.0,38.0,41.0,47.0
39.0,38.0,41.0,47.0,51.0
38.0,41.0,47.0,51.0,43.0
41.0,47.0,51.0,43.0,41.0
47.0,51.0,43.0,41.0,56.0
51.0,43.0,41.0,56.0,53.0
43.0,41.0,56.0,53.0,61.0
41.0,56.0,53.0,61.0,60.0
56.0,53.0,61.0,60.0,66.0
53.0,61.0,60.0,66.0,56.0
61.0,60.0,66.0,56.0,53.0
60.0,66.0,56.0,53.0,56.0
66.0,56.0,53.0,56.0,52.0
56.0,53.0,56.0,52.0,42.0
53.0,56.0,52.0,42.0,52.0
56.0,52.0,42.0,52.0,50.0
52.0,42.0,52.0,50.0,53.0
42.0,52.0,50.0,53.0,48.0
52.0,50.0,53.0,48.0,61.0
50.0,53.0,48.0,61.0,54.0
53.0,48.0,61.0,54.0,56.0
48.0,61.0,54.0,56.0,60.0
61.0,54.0,56.0,60.0,64.0
54.0,56.0,60.0,64.0,83.0
56.0,60.0,64.0,83.0,67.0
60.0,64.0,83.0,67.0,81.0
64.0,83.0,67.0,81.0,101.0
83.0,67.0,81.0,101.0,73.0
67.0,81.0,101.0,73.0,77.0
81.0,101.0,73.0,77.0,86.0
101.0,73.0,77.0,86.0,62.0
73.0,77.0,86.0,62.0,60.0
77.0,86.0,62.0,60.0,84.0
86.0,62.0,60.0,84.0,84.0
62.0,60.0,84.0,84.0,78.0
60.0,84.0,84.0,78.0,70.0
84.0,84.0,78.0,70.0,68.0
84.0,78.0,70.0,68.0,58.0
78.0,70.0,68.0,58.0,70.0
70.0,68.0,58.0,70.0,52.0
68.0,58.0,70.0,52.0,59.0
58.0,70.0,52.0,59.0,44.0
70.0,52.0,59.0,44.0,40.0
52.0,59.0,44.0,40.0,38.0
59.0,44.0,40.0,38.0,24.0
44.0,40.0,38.0,24.0,28.0
40.0,38.0,24.0,28.0,26.0
38.0,24.0,28.0,26.0,32.0
24.0,28.0,26.0,32.0,36.0
28.0,26.0,32.0,36.0,23.0
26.0,32.0,36.0,23.0,19.0
32.0,36.0,23.0,19.0,25.0
36.0,23.0,19.0,25.0,20.0
27.0,25.0,18.0,16.0,20.0
25.0,18.0,16.0,20.0,16.0
18.0,16.0,20.0,16.0,20.0
16.0,20.0,16.0,20.0,12.0
20.0,16.0,20.0,12.0,11.0
16.0,20.0,12.0,11.0,16.0
20.0,12.0,11.0,16.0,14.0
12.0,11.0,16.0,14.0,14.0
11.0,16.0,14.0,14.0,15.0
16.0,14.0,14.0,15.0,11.0
14.0,14.0,15.0,11.0,16.0
14.0,15.0,11.0,16.0,15.0
15.0,11.0,16.0,15.0,9.0
11.0,16.0,15.0,9.0,12.0
16.0,15.0,9.0,12.0,12.0
15.0,9.0,12.0,12.0,13.0
9.0,12.0,12.0,13.0,14.0
12.0,12.0,13.0,14.0,7.0
12.0,13.0,14.0,7.0,12.0
13.0,14.0,7.0,12.0,14.0
14.0,7.0,12.0,14.0,22.0
7.0,12.0,14.0,22.0,21.0
12.0,14.0,22.0,21.0,22.0
14.0,22.0,21.0,22.0,21.0
22.0,21.0,22.0,21.0,28.0
21.0,22.0,21.0,28.0,27.0
22.0,21.0,28.0,27.0,26.0
21.0,28.0,27.0,26.0,28.0
28.0,27.0,26.0,28.0,34.0
27.0,26.0,28.0,34.0,27.0
26.0,28.0,34.0,27.0,23.0
28.0,34.0,27.0,23.0,29.0
34.0,27.0,23.0,29.0,28.0
27.0,23.0,29.0,28.0,34.0
23.0,29.0,28.0,34.0,40.0
29.0,28.0,34.0,40.0,38.0
28.0,34.0,40.0,38.0,34.0
34.0,40.0,38.0,34.0,40.0
40.0,38.0,34.0,40.0,49.0
38.0,34.0,40.0,49.0,47.0
34.0,40.0,49.0,47.0,40.0
40.0,49.0,47.0,40.0,48.0
49.0,47.0,40.0,48.0,51.0
47.0,40.0,48.0,51.0,41.0
40.0,48.0,51.0,41.0,52.0
48.0,51.0,41.0,52.0,51.0
51.0,41.0,52.0,51.0,59.0
41.0,52.0,51.0,59.0,73.0
52.0,51.0,59.0,73.0,65.0
51.0,59.0,73.0,65.0,67.0
59.0,73.0,65.0,67.0,41.0
73.0,65.0,67.0,41.0,45.0
65.0,67.0,41.0,45.0,41.0
67.0,41.0,45.0,41.0,61.0
41.0,45.0,41.0,61.0,40.0
45.0,41.0,61.0,40.0,48.0
41.0,61.0,40.0,48.0,53.0
61.0,40.0,48.0,53.0,47.0
40.0,48.0,53.0,47.0,60.0
48.0,53.0,47.0,60.0,49.0
53.0,47.0,60.0,49.0,60.0
47.0,60.0,49.0,60.0,60.0
60.0,49.0,60.0,60.0,80.0
49.0,60.0,60.0,80.0,71.0
60.0,60.0,80.0,71.0,75.0
60.0,80.0,71.0,75.0,80.0
80.0,71.0,75.0,80.0,77.0
71.0,75.0,80.0,77.0,69.0
75.0,80.0,77.0,69.0,89.0
80.0,77.0,69.0,89.0,66.0
77.0,69.0,89.0,66.0,65.0
69.0,89.0,66.0,65.0,59.0
89.0,66.0,65.0,59.0,45.0
66.0,65.0,59.0,45.0,48.0
65.0,59.0,45.0,48.0,51.0
59.0,45.0,48.0,51.0,43.0
45.0,48.0,51.0,43.0,39.0
48.0,51.0,43.0,39.0,45.0
51.0,43.0,39.0,45.0,37.0
43.0,39.0,45.0,37.0,30.0
39.0,45.0,37.0,30.0,32.0
45.0,37.0,30.0,32.0,30.0
37.0,30.0,32.0,30.0,26.0
30.0,32.0,30.0,26.0,33.0
32.0,30.0,26.0,33.0,29.0
30.0,26.0,33.0,29.0,22.0
26.0,33.0,29.0,22.0,28.0
33.0,29.0,22.0,28.0,15.0
29.0,22.0,28.0,15.0,22.0
22.0,28.0,15.0,22.0,28.0
28.0,15.0,22.0,28.0,27.0
15.0,22.0,28.0,27.0,15.0
29.0,21.0,13.0,22.0,17.0
21.0,13.0,22.0,17.0,12.0
13.0,22.0,17.0,12.0,11.0
22.0,17.0,12.0,11.0,17.0
17.0,12.0,11.0,17.0,17.0
12.0,11.0,17.0,17.0,11.0
11.0,17.0,17.0,11.0,17.0
17.0,17.0,11.0,17.0,21.0
17.0,11.0,17.0,21.0,19.0
11.0,17.0,21.0,19.0,17.0
17.0,21.0,19.0,17.0,15.0
21.0,19.0,17.0,15.0,15.0
19.0,17.0,15.0,15.0,13.0
17.0,15.0,15.0,13.0,8.0
15.0,15.0,13.0,8.0,13.0
15.0,13.0,8.0,13.0,15.333333333333334
13.0,8.0,13.0,15.333333333333334,10.0
8.0,13.0,15.333333333333334,10.0,14.0
13.0,15.333333333333334,10.0,14.0,14.0
15.333333333333334,10.0,14.0,14.0,17.0
10.0,14.0,14.0,17.0,13.0
14.0,14.0,17.0,13.0,12.0
14.0,17.0,13.0,12.0,21.0
17.0,13.0,12.0,21.0,12.0
13.0,12.0,21.0,12.0,18.0
12.0,21.0,12.0,18.0,20.0
21.0,12.0,18.0,20.0,13.0
12.0,18.0,20.0,13.0,15.0
18.0,20.0,13.0,15.0,16.0
20.0,13.0,15.0,16.0,11.0
13.0,15.0,16.0,11.0,14.0
15.0,16.0,11.0,14.0,16.0
16.0,11.0,14.0,16.0,6.0
11.0,14.0,16.0,6.0,14.0
14.0,16.0,6.0,14.0,14.0
16.0,6.0,14.0,14.0,19.0
6.0,14.0,14.0,19.0,17.0
14.0,14.0,19.0,17.0,13.0
14.0,19.0,17.0,13.0,21.0
19.0,17.0,13.0,21.0,17.0
17.0,13.0,21.0,17.0,21.0
13.0,21.0,17.0,21.0,24.0
21.0,17.0,21.0,24.0,25.0
17.0,21.0,24.0,25.0,31.0
21.0,24.0,25.0,31.0,30.0
24.0,25.0,31.0,30.0,30.0
25.0,31.0,30.0,30.0,32.0
31.0,30.0,30.0,32.0,25.0
30.0,30.0,32.0,25.0,33.0
30.0,32.0,25.0,33.0,31.0
32.0,25.0,33.0,31.0,19.0
25.0,33.0,31.0,19.0,27.0
33.0,31.0,19.0,27.0,27.0
31.0,19.0,27.0,27.0,16.0
19.0,27.0,27.0,16.0,21.0
27.0,27.0,16.0,21.0,22.0
27.0,16.0,21.0,22.0,20.0
16.0,21.0,22.0,20.0,22.0
21.0,22.0,20.0,22.0,34.0
22.0,20.0,22.0,34.0,32.0
20.0,22.0,34.0,32.0,17.0
22.0,34.0,32.0,17.0,35.0
34.0,32.0,17.0,35.0,36.0
32.0,17.0,35.0,36.0,34.0
17.0,35.0,36.0,34.0,30.0
35.0,36.0,34.0,30.0,27.0
36.0,34.0,30.0,27.0,28.0
34.0,30.0,27.0,28.0,29.0
30.0,27.0,28.0,29.0,35.0
27.0,28.0,29.0,35.0,18.0
28.0,29.0,35.0,18.0,31.0
29.0,35.0,18.0,31.0,30.0
35.0,18.0,31.0,30.0,25.0
18.0,31.0,30.0,25.0,23.0
31.0,30.0,25.0,23.0,25.0
30.0,25.0,23.0,25.0,29.0
25.0,23.0,25.0,29.0,21.0
23.0,25.0,29.0,21.0,22.0
25.0,29.0,21.0,22.0,16.0
29.0,21.0,22.0,16.0,16.0
21.0,22.0,16.0,16.0,13.0
22.0,16.0,16.0,13.0,12.0
16.0,16.0,13.0,12.0,12.0
16.0,13.0,12.0,12.0,14.0
13.0,12.0,12.0,14.0,8.0
12.0,12.0,14.0,8.0,8.0
12.0,14.0,8.0,8.0,6.0
14.0,8.0,8.0,6.0,10.0
8.0,8.0,6.0,10.0,7.0
8.0,6.0,10.0,7.0,10.0
6.0,10.0,7.0,10.0,6.0
10.0,7.0,10.0,6.0,12.0
7.0,6.0,6.0,10.0,4.0
6.0,6.0,10.0,4.0,14.0
6.0,10.0,4.0,14.0,11.0
10.0,4.0,14.0,11.0,9.0
4.0,14.0,11.0,9.0,6.0
14.0,11.0,9.0,6.0,6.0
11.0,9.0,6.0,6.0,5.0
9.0,6.0,6.0,5.0,8.0
6.0,6.0,5.0,8.0,7.0
6.0,5.0,8.0,7.0,4.0
5.0,8.0,7.0,4.0,4.0
8.0,7.0,4.0,4.0,3.0
7.0,4.0,4.0,3.0,3.0
4.0,4.0,3.0,3.0,6.0
4.0,3.0,3.0,6.0,4.0
3.0,3.0,6.0,4.0,2.0
3.0,6.0,4.0,2.0,3.0
6.0,4.0,2.0,3.0,3.0
4.0,2.0,3.0,3.0,6.0
2.0,3.0,3.0,6.0,8.0
3.0,3.0,6.0,8.0,5.0
3.0,6.0,8.0,5.0,6.0
6.0,8.0,5.0,6.0,9.0
8.0,5.0,6.0,9.0,4.0
5.0,6.0,9.0,4.0,8.0
6.0,9.0,4.0,8.0,9.0
9.0,4.0,8.0,9.0,6.0
4.0,8.0,9.0,6.0,5.0
8.0,9.0,6.0,5.0,4.0
9.0,6.0,5.0,4.0,8.0
6.0,5.0,4.0,8.0,6.0
5.0,4.0,8.0,6.0,10.0
4.0,8.0,6.0,10.0,7.0
8.0,6.0,10.0,7.0,14.0
6.0,10.0,7.0,14.0,6.0
10.0,7.0,14.0,6.0,12.0
7.0,14.0,6.0,12.0,9.0
14.0,6.0,12.0,9.0,6.0
6.0,12.0,9.0,6.0,10.0
12.0,9.0,6.0,10.0,17.0
9.0,6.0,10.0,17.0,10.0
6.0,10.0,17.0,10.0,9.0
10.0,17.0,10.0,9.0,14.0
17.0,10.0,9.0,14.0,13.0
10.0,9.0,14.0,13.0,23.0
9.0,14.0,13.0,23.0,19.0
14.0,13.0,23.0,19.0,19.0
13.0,23.0,19.0,19.0,18.0
23.0,19.0,19.0,18.0,26.0
19.0,19.0,18.0,26.0,18.0
19.0,18.0,26.0,18.0,19.0
18.0,26.0,18.0,19.0,19.0
26.0,18.0,19.0,19.0,20.0
18.0,19.0,19.0,20.0,14.0
19.0,19.0,20.0,14.0,9.0
19.0,20.0,14.0,9.0,12.0
20.0,14.0,9.0,12.0,14.0
14.0,9.0,12.0,14.0,17.0
9.0,12.0,14.0,17.0,16.0
12.0,14.0,17.0,16.0,16.0
14.0,17.0,16.0,16.0,25.0
17.0,16.0,16.0,25.0,13.0
16.0,16.0,25.0,13.0,20.0
